R_ID,Zone,region,Resource,Hydro_Energy_to_Power_Ratio,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,Num_VRE_Bins,LDS,RETRO,Num_RETRO_Sources,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Cap_MWh,Max_Cap_MWh,Min_Charge_Cap_MW,Max_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Fixed_OM_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh_In,Externality_cost_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Ratio_Power_to_Energy,Min_Duration,Max_Duration,Max_DSM_Delay,Max_DSM_Advance,DSM_Energy_Eff,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,Reg_Up,Reg_Dn,Rsv_Up,Rsv_Dn,Reg_Cost,Rsv_Cost,voltage_level,cluster,Cost_sheet_name,index,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr
75,10,10,CoalOldScr_1_z10,1,1,0,0,0,0,0,0,0,0,0,228,0,0,0,228,-1,-1,-1,-1,-1,-1,0,0,0,0,27338,1.36,0,0,0,0,0,139.22,7,12.11,Coal_PRB_z10,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,1,1,1,1,0,0,trans,1,CoalOldScr_1_z10,75,None,0,-1,None,0,-1
76,10,10,CoalOldScr_2_z10,1,1,0,0,0,0,0,0,0,0,0,1243,0,0,0,207.1666667,-1,-1,-1,-1,-1,-1,0,0,0,0,27338,1.36,0,0,0,0,0,83.91,10.5,10.29,Coal_PRB_z10,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldScr_2_z10,76,None,0,-1,None,0,-1
77,10,10,gas-CC_1_z10,1,1,0,0,0,0,0,0,0,0,0,1202,0,0,0,150.25,-1,-1,-1,-1,-1,-1,0,0,0,0,9369,1.67,0,0,0,0,0,68.01,0.25,7.427,Gas_CHI_z10,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z10,77,None,0,-1,None,0,-1
78,10,10,gas-CT_1_z10,1,1,0,0,0,0,0,0,0,0,0,217,0,0,0,16.69230769,-1,-1,-1,-1,-1,-1,0,0,0,0,2353,15.48,0,0,0,0,0,87.95,0.2,19.143,Gas_CHI_z10,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z10,78,None,0,-1,None,0,-1
79,10,10,o-g-s_1_z10,1,1,0,0,0,0,0,0,0,0,0,569,0,0,0,569,-1,-1,-1,-1,-1,-1,0,0,0,0,9543,8.5,0,0,0,0,0,87.95,0.2,16.115,Gas_CHI_z10,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z10,79,None,0,-1,None,0,-1
80,9,9,coal-new_1_z09,1,1,0,0,0,0,0,0,0,0,0,1194,0,0,0,149.25,-1,-1,-1,-1,-1,-1,0,0,0,0,50492,2.33,0,0,0,0,0,83.91,10.5,10.479,Coal_IL_z09,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-new_1_z09,80,None,0,-1,None,0,-1
81,9,9,CoalOldScr_1_z09,1,1,0,0,0,0,0,0,0,0,0,6047,0,0,0,549.7272727,-1,-1,-1,-1,-1,-1,0,0,0,0,40347,1.92,0,0,0,0,0,83.91,10.5,10.8,Coal_IL_z09,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldScr_1_z09,81,None,0,-1,None,0,-1
82,9,9,gas-CC_1_z09,1,1,0,0,0,0,0,0,0,0,0,840,0,0,0,168,-1,-1,-1,-1,-1,-1,0,0,0,0,6543,4.05,0,0,0,0,0,68.01,0.25,14.572,Gas_CHI_z09,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z09,82,None,0,-1,None,0,-1
83,9,9,gas-CC_2_z09,1,1,0,0,0,0,0,0,0,0,0,624,0,0,0,208,-1,-1,-1,-1,-1,-1,0,0,0,0,6543,4.05,0,0,0,0,0,57.11,0.21,7.802,Gas_CHI_z09,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_2_z09,83,None,0,-1,None,0,-1
84,9,9,gas-CT_1_z09,1,1,0,0,0,0,0,0,0,0,0,3036,0,0,0,51.45762712,-1,-1,-1,-1,-1,-1,0,0,0,0,3412,5.5,0,0,0,0,0,87.95,0.2,13.361,Gas_CHI_z09,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z09,84,None,0,-1,None,0,-1
85,9,9,nuclear_1_z09,1,0,0,1,0,0,0,0,0,0,0,1060,0,0,0,1060,-1,-1,-1,-1,-1,-1,0,0,0,0,186700,0.12,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z09,85,None,0,-1,None,0,-1
86,9,9,o-g-s_1_z09,1,1,0,0,0,0,0,0,0,0,0,134,0,0,0,134,-1,-1,-1,-1,-1,-1,0,0,0,0,2633,10.75,0,0,0,0,0,108.24,0.26,13.854,o-g_z09,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z09,86,None,0,-1,None,0,-1
87,8,8,coal-IGCC_1_z08,1,1,0,0,0,0,0,0,0,0,0,733,0,0,0,183.25,-1,-1,-1,-1,-1,-1,0,0,0,0,65553,8.56,0,0,0,0,0,83.91,10.5,12.129,Coal_IL_z08,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-IGCC_1_z08,87,None,0,-1,None,0,-1
88,8,8,coal-new_1_z08,1,1,0,0,0,0,0,0,0,0,0,8227,0,0,0,373.9545455,-1,-1,-1,-1,-1,-1,0,0,0,0,34432,1.71,0,0,0,0,0,83.91,10.5,10.821,Coal_IL_z08,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-new_1_z08,88,None,0,-1,None,0,-1
89,8,8,CoalOldScr_1_z08,1,1,0,0,0,0,0,0,0,0,0,6975,0,0,0,317.0454545,-1,-1,-1,-1,-1,-1,0,0,0,0,41203,2.01,0,0,0,0,0,83.91,10.5,10.663,Coal_PRB_z08,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldScr_1_z08,89,None,0,-1,None,0,-1
90,8,8,gas-CC_1_z08,1,1,0,0,0,0,0,0,0,0,0,4076,0,0,0,194.0952381,-1,-1,-1,-1,-1,-1,0,0,0,0,13000,2.14,0,0,0,0,0,57.11,0.21,7.074,Gas_CHI_z08,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z08,90,None,0,-1,None,0,-1
91,8,8,gas-CC_2_z08,1,1,0,0,0,0,0,0,0,0,0,513,0,0,0,171,-1,-1,-1,-1,-1,-1,0,0,0,0,13000,2.14,0,0,0,0,0,57.11,0.21,10.704,Gas_CHI_z08,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_2_z08,91,None,0,-1,None,0,-1
92,8,8,gas-CC_3_z08,1,1,0,0,0,0,0,0,0,0,0,177,0,0,0,177,-1,-1,-1,-1,-1,-1,0,0,0,0,13000,2.14,0,0,0,0,0,68.01,0.25,8.673,Gas_CHI_z08,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_3_z08,92,None,0,-1,None,0,-1
93,8,8,gas-CT_1_z08,1,1,0,0,0,0,0,0,0,0,0,3347,0,0,0,45.84931507,-1,-1,-1,-1,-1,-1,0,0,0,0,5605,8.07,0,0,0,0,0,87.95,0.2,13.293,Gas_CHI_z08,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z08,93,None,0,-1,None,0,-1
94,8,8,o-g-s_1_z08,1,1,0,0,0,0,0,0,0,0,0,98,0,0,0,98,-1,-1,-1,-1,-1,-1,0,0,0,0,12772,0.72,0,0,0,0,0,108.24,0.26,11.261,o-g_z08,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z08,94,None,0,-1,None,0,-1
95,7,7,coal-new_1_z07,1,1,0,0,0,0,0,0,0,0,0,1004,0,0,0,251,-1,-1,-1,-1,-1,-1,0,0,0,0,32136,1.62,0,0,0,0,0,83.91,10.5,11.018,Coal_PRB_z07,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-new_1_z07,95,None,0,-1,None,0,-1
96,7,7,CoalOldScr_1_z07,1,1,0,0,0,0,0,0,0,0,0,2045,0,0,0,146.0714286,-1,-1,-1,-1,-1,-1,0,0,0,0,42035,2.01,0,0,0,0,0,83.91,10.5,11.362,Coal_PRB_z07,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldScr_1_z07,96,None,0,-1,None,0,-1
97,7,7,gas-CC_1_z07,1,1,0,0,0,0,0,0,0,0,0,3822,0,0,0,136.5,-1,-1,-1,-1,-1,-1,0,0,0,0,16778,4.34,0,0,0,0,0,68.01,0.25,9.615,Gas_HH_z07,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z07,97,None,0,-1,None,0,-1
98,7,7,gas-CC_2_z07,1,1,0,0,0,0,0,0,0,0,0,6588,0,0,0,134.4489796,-1,-1,-1,-1,-1,-1,0,0,0,0,16778,4.34,0,0,0,0,0,68.01,0.25,7.479,Gas_HH_z07,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_2_z07,98,None,0,-1,None,0,-1
99,7,7,gas-CC_4_z07,1,1,0,0,0,0,0,0,0,0,0,2802,0,0,0,133.4285714,-1,-1,-1,-1,-1,-1,0,0,0,0,16778,4.34,0,0,0,0,0,68.01,0.25,8.749,Gas_HH_z07,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_4_z07,99,None,0,-1,None,0,-1
100,7,7,gas-CT_1_z07,1,1,0,0,0,0,0,0,0,0,0,6720,0,0,0,58.94736842,-1,-1,-1,-1,-1,-1,0,0,0,0,8467,9.36,0,0,0,0,0,87.95,0.2,13.748,Gas_HH_z07,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z07,100,None,0,-1,None,0,-1
101,7,7,nuclear_1_z07,1,0,0,1,0,0,0,0,0,0,0,3534,0,0,0,3534,-1,-1,-1,-1,-1,-1,0,0,0,0,177622,0.11,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z07,101,None,0,-1,None,0,-1
102,7,7,o-g-s_1_z07,1,1,0,0,0,0,0,0,0,0,0,934,0,0,0,311.3333333,-1,-1,-1,-1,-1,-1,0,0,0,0,15948,0.52,0,0,0,0,0,108.24,0.26,12.923,o-g_z07,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z07,102,None,0,-1,None,0,-1
103,7,7,o-g-s_2_z07,1,1,0,0,0,0,0,0,0,0,0,4270,0,0,0,284.6666667,-1,-1,-1,-1,-1,-1,0,0,0,0,8467,9.36,0,0,0,0,0,87.95,0.2,11.485,Gas_HH_z07,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_2_z07,103,None,0,-1,None,0,-1
104,6,6,biopower_1_z06,1,1,0,0,0,0,0,0,0,0,0,167,0,0,-1,167,-1,-1,-1,-1,-1,-1,0,0,0,0,222157,7.07,0,0,0,0,0,0,0,14.559,bio,0.4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,biopower_1_z06,104,None,0,-1,None,0,-1
105,6,6,coal-new_1_z06,1,1,0,0,0,0,0,0,0,0,0,2358,0,0,0,471.6,-1,-1,-1,-1,-1,-1,0,0,0,0,24748,1.17,0,0,0,0,0,139.22,7,10.225,Coal_PRB_z06,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,1,1,1,1,0,0,trans,1,coal-new_1_z06,105,None,0,-1,None,0,-1
106,6,6,CoalOldScr_1_z06,1,1,0,0,0,0,0,0,0,0,0,3554,0,0,0,273.3846154,-1,-1,-1,-1,-1,-1,0,0,0,0,26639,1.29,0,0,0,0,0,139.22,7,10.688,Coal_PRB_z06,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,1,1,1,1,0,0,trans,1,CoalOldScr_1_z06,106,None,0,-1,None,0,-1
107,6,6,gas-CC_1_z06,1,1,0,0,0,0,0,0,0,0,0,3520,0,0,0,85.85365854,-1,-1,-1,-1,-1,-1,0,0,0,0,8167,7.64,0,0,0,0,0,68.01,0.25,8.746,Gas_CHI_z06,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z06,107,None,0,-1,None,0,-1
108,18,18,gas-CC_2_z18,1,1,0,0,0,0,0,0,0,0,0,1056,0,0,0,211.2,-1,-1,-1,-1,-1,-1,0,0,0,0,13226,3.21,0,0,0,0,0,57.11,0.21,7.07,Gas_CHI_z06,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_2_z18,108,None,0,-1,None,0,-1
109,6,6,gas-CT_1_z06,1,1,0,0,0,0,0,0,0,0,0,5361,0,0,0,57.03191489,-1,-1,-1,-1,-1,-1,0,0,0,0,5862,5.81,0,0,0,0,0,87.95,0.2,13.152,Gas_CHI_z06,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z06,109,None,0,-1,None,0,-1
110,6,6,nuclear_1_z06,1,0,0,1,0,0,0,0,0,0,0,1141,0,0,0,1141,-1,-1,-1,-1,-1,-1,0,0,0,0,162819,0.1,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z06,110,None,0,-1,None,0,-1
111,6,6,o-g-s_1_z06,1,1,0,0,0,0,0,0,0,0,0,511,0,0,0,511,-1,-1,-1,-1,-1,-1,0,0,0,0,15116,2.63,0,0,0,0,0,108.24,0.26,14.313,o-g_z06,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z06,111,None,0,-1,None,0,-1
112,5,5,coal-new_1_z05,1,1,0,0,0,0,0,0,0,0,0,1517,0,0,0,79.84210526,-1,-1,-1,-1,-1,-1,0,0,0,0,23771,1.12,0,0,0,0,0,83.91,10.5,10.076,Coal_PRB_z05,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-new_1_z05,112,None,0,-1,None,0,-1
113,5,5,CoalOldScr_1_z05,1,1,0,0,0,0,0,0,0,0,0,1154,0,0,0,67.88235294,-1,-1,-1,-1,-1,-1,0,0,0,0,35850,1.81,0,0,0,0,0,83.91,10.5,10.411,Coal_PRB_z05,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldScr_1_z05,113,None,0,-1,None,0,-1
114,5,5,gas-CC_1_z05,1,1,0,0,0,0,0,0,0,0,0,503,0,0,0,167.6666667,-1,-1,-1,-1,-1,-1,0,0,0,0,5088,4.05,0,0,0,0,0,68.01,0.25,7.055,Gas_CHI_z05,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z05,114,None,0,-1,None,0,-1
115,5,5,gas-CT_1_z05,1,1,0,0,0,0,0,0,0,0,0,220,0,0,0,24.44444444,-1,-1,-1,-1,-1,-1,0,0,0,0,889,4.64,0,0,0,0,0,87.95,0.2,11.198,Gas_CHI_z05,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z05,115,None,0,-1,None,0,-1
116,5,5,o-g-s_1_z05,1,1,0,0,0,0,0,0,0,0,0,179,0,0,0,179,-1,-1,-1,-1,-1,-1,0,0,0,0,2035,6.87,0,0,0,0,0,108.24,0.26,18.135,o-g_z05,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z05,116,None,0,-1,None,0,-1
117,4,4,biopower_1_z04,1,1,0,0,0,0,0,0,0,0,0,134,0,0,-1,134,-1,-1,-1,-1,-1,-1,0,0,0,0,218127,10.42,0,0,0,0,0,0,0,16.472,bio,0.4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,biopower_1_z04,117,None,0,-1,None,0,-1
118,4,4,coal-new_1_z04,1,1,0,0,0,0,0,0,0,0,0,1581,0,0,0,263.5,-1,-1,-1,-1,-1,-1,0,0,0,0,38098,1.78,0,0,0,0,0,83.91,10.5,10.438,Coal_PRB_z04,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-new_1_z04,118,None,0,-1,None,0,-1
119,4,4,CoalOldScr_1_z04,1,1,0,0,0,0,0,0,0,0,0,3719,0,0,0,309.9166667,-1,-1,-1,-1,-1,-1,0,0,0,0,29258,1.29,0,0,0,0,0,83.91,10.5,10.319,Coal_PRB_z04,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldScr_1_z04,119,None,0,-1,None,0,-1
120,4,4,CoalOldScr_2_z04,1,1,0,0,0,0,0,0,0,0,0,1393,0,0,0,278.6,-1,-1,-1,-1,-1,-1,0,0,0,0,29258,1.29,0,0,0,0,0,83.91,10.5,11.706,Coal_PRB_z04,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldScr_2_z04,120,None,0,-1,None,0,-1
121,4,4,gas-CC_1_z04,1,1,0,0,0,0,0,0,0,0,0,2316,0,0,0,70.18181818,-1,-1,-1,-1,-1,-1,0,0,0,0,10695,4.1,0,0,0,0,0,68.01,0.25,8.228,Gas_EM_z04,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z04,121,None,0,-1,None,0,-1
122,4,4,gas-CT_1_z04,1,1,0,0,0,0,0,0,0,0,0,2804,0,0,0,44.50793651,-1,-1,-1,-1,-1,-1,0,0,0,0,2396,6.74,0,0,0,0,0,87.95,0.2,12.728,Gas_EM_z04,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z04,122,None,0,-1,None,0,-1
123,4,4,gas-CT_2_z04,1,1,0,0,0,0,0,0,0,0,0,427,0,0,0,42.7,-1,-1,-1,-1,-1,-1,0,0,0,0,2396,6.74,0,0,0,0,0,87.95,0.2,10.745,Gas_EM_z04,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_2_z04,123,None,0,-1,None,0,-1
124,4,4,nuclear_1_z04,1,0,0,1,0,0,0,0,0,0,0,1657,0,0,0,1657,-1,-1,-1,-1,-1,-1,0,0,0,0,181712,0.13,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z04,124,None,0,-1,None,0,-1
125,4,4,o-g-s_1_z04,1,1,0,0,0,0,0,0,0,0,0,354,0,0,0,354,-1,-1,-1,-1,-1,-1,0,0,0,0,2029,7.31,0,0,0,0,0,108.24,0.26,14.347,o-g_z04,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z04,125,None,0,-1,None,0,-1
126,3,3,coal-new_1_z03,1,1,0,0,0,0,0,0,0,0,0,970,0,0,0,485,-1,-1,-1,-1,-1,-1,0,0,0,0,57374,2.9,0,0,0,0,0,83.91,10.5,11.135,Coal_PRB_z03,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-new_1_z03,126,None,0,-1,None,0,-1
127,3,3,CoalOldUns_1_z03,1,1,0,0,0,0,0,0,0,0,0,4710,0,0,0,471,-1,-1,-1,-1,-1,-1,0,0,0,0,26306,1.11,0,0,0,0,0,139.22,7,10.18,Coal_PRB_z03,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,1,1,1,1,0,0,trans,1,CoalOldUns_1_z03,127,None,0,-1,None,0,-1
128,3,3,CoalOldUns_2_z03,1,1,0,0,0,0,0,0,0,0,0,594,0,0,0,594,-1,-1,-1,-1,-1,-1,0,0,0,0,26306,1.11,0,0,0,0,0,139.22,7,11.395,Coal_PRB_z03,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,1,1,1,1,0,0,trans,1,CoalOldUns_2_z03,128,None,0,-1,None,0,-1
129,3,3,gas-CT_1_z03,1,1,0,0,0,0,0,0,0,0,0,1024,0,0,0,44.52173913,-1,-1,-1,-1,-1,-1,0,0,0,0,8106,2.12,0,0,0,0,0,87.95,0.2,12.632,Gas_CHI_z03,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z03,129,None,0,-1,None,0,-1
130,3,3,nuclear_1_z03,1,0,0,1,0,0,0,0,0,0,0,1190,0,0,0,1190,-1,-1,-1,-1,-1,-1,0,0,0,0,220486,0.14,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z03,130,None,0,-1,None,0,-1
131,3,3,o-g-s_1_z03,1,1,0,0,0,0,0,0,0,0,0,94,0,0,0,94,-1,-1,-1,-1,-1,-1,0,0,0,0,11488,3.15,0,0,0,0,0,108.24,0.26,14.983,o-g_z03,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z03,131,None,0,-1,None,0,-1
132,2,2,coal-new_1_z02,1,1,0,0,0,0,0,0,0,0,0,2122,0,0,0,235.7777778,-1,-1,-1,-1,-1,-1,0,0,0,0,44933,2.22,0,0,0,0,0,83.91,10.5,9.68,Coal_PRB_z02,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-new_1_z02,132,None,0,-1,None,0,-1
133,2,2,CoalOldScr_1_z02,1,1,0,0,0,0,0,0,0,0,0,2940,0,0,0,196,-1,-1,-1,-1,-1,-1,0,0,0,0,37170,1.86,0,0,0,0,0,139.22,7,10.401,Coal_PRB_z02,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,1,1,1,1,0,0,trans,1,CoalOldScr_1_z02,133,None,0,-1,None,0,-1
134,2,2,gas-CC_1_z02,1,1,0,0,0,0,0,0,0,0,0,3011,0,0,0,125.4583333,-1,-1,-1,-1,-1,-1,0,0,0,0,19438,2.56,0,0,0,0,0,57.11,0.21,7.097,Gas_EM_z02,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z02,134,None,0,-1,None,0,-1
135,2,2,gas-CC_2_z02,1,1,0,0,0,0,0,0,0,0,0,127,0,0,0,127,-1,-1,-1,-1,-1,-1,0,0,0,0,19438,2.56,0,0,0,0,0,68.01,0.25,9.544,Gas_EM_z02,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_2_z02,135,None,0,-1,None,0,-1
136,2,2,gas-CC_3_z02,1,1,0,0,0,0,0,0,0,0,0,261,0,0,0,130.5,-1,-1,-1,-1,-1,-1,0,0,0,0,19438,2.56,0,0,0,0,0,68.01,0.25,8.073,Gas_EM_z02,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_3_z02,136,None,0,-1,None,0,-1
137,2,2,gas-CT_1_z02,1,1,0,0,0,0,0,0,0,0,0,2934,0,0,0,71.56097561,-1,-1,-1,-1,-1,-1,0,0,0,0,5918,9.9,0,0,0,0,0,87.95,0.2,14.907,Gas_EM_z02,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z02,137,None,0,-1,None,0,-1
138,2,2,nuclear_1_z02,1,0,0,1,0,0,0,0,0,0,0,599,0,0,0,599,-1,-1,-1,-1,-1,-1,0,0,0,0,166071,0.12,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z02,138,None,0,-1,None,0,-1
139,2,2,o-g-s_2_z02,1,1,0,0,0,0,0,0,0,0,0,374,0,0,0,374,-1,-1,-1,-1,-1,-1,0,0,0,0,26369,5.5,0,0,0,0,0,87.95,0.2,16.892,Gas_EM_z02,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_2_z02,139,None,0,-1,None,0,-1
140,17,17,CoalOldUns_1_z17,1,1,0,0,0,0,0,0,0,0,0,689,0,0,0,344.5,-1,-1,-1,-1,-1,-1,0,0,0,0,37525,1.9,0,0,0,0,0,83.91,10.5,10.531,Coal_IL_z17,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldUns_1_z17,140,None,0,-1,None,0,-1
141,17,17,gas-CC_1_z17,1,1,0,0,0,0,0,0,0,0,0,1726,0,0,0,123.2857143,-1,-1,-1,-1,-1,-1,0,0,0,0,21253,2.77,0,0,0,0,0,57.11,0.21,7.448,Gas_CHI_z17,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z17,141,None,0,-1,None,0,-1
142,17,17,gas-CC_2_z17,1,1,0,0,0,0,0,0,0,0,0,194,0,0,0,97,-1,-1,-1,-1,-1,-1,0,0,0,0,21253,2.77,0,0,0,0,0,68.01,0.25,12.545,Gas_CHI_z17,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_2_z17,142,None,0,-1,None,0,-1
143,17,17,gas-CT_1_z17,1,1,0,0,0,0,0,0,0,0,0,7035,0,0,0,70.35,-1,-1,-1,-1,-1,-1,0,0,0,0,4254,4.02,0,0,0,0,0,87.95,0.2,11.728,Gas_CHI_z17,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z17,143,None,0,-1,None,0,-1
