Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,MA_utilitypv_class1_moderate,CT_utilitypv_class1_moderate,ME_utilitypv_class1_moderate,MA_landbasedwind_class1_moderate,CT_landbasedwind_class1_moderate,ME_landbasedwind_class1_moderate
564,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
565,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
566,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
567,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
568,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
569,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
570,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
571,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
572,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
573,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
574,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
575,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
576,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
577,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
578,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
579,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
580,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
581,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
582,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
583,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
584,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
585,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
586,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
587,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
588,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
589,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
590,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
591,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
592,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
593,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
594,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
595,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
596,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
597,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
598,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
599,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
600,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
601,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
602,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
603,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
604,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
605,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
606,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
607,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
608,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
609,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
610,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
611,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
612,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
613,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
614,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
615,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
616,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
617,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
618,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
619,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
620,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
621,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
622,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
623,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
624,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
625,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
626,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
627,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
628,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
629,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
630,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
631,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
632,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
633,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
634,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
635,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
636,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
637,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
638,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
639,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
640,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
641,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
642,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
643,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
644,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
645,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
646,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
647,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
648,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
649,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
650,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
651,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
652,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
653,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
654,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
655,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
656,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
657,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
658,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
659,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
660,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
661,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
662,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
663,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
664,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
665,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
666,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
667,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
668,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
669,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
670,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
671,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
672,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
673,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
674,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
675,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
676,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
677,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
678,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
679,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
680,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
681,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
682,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
683,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
684,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
685,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
686,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
687,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
688,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
689,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
690,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
691,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
692,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
693,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
694,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
695,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
696,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
697,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
698,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
699,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
700,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
701,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
702,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
703,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
704,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
705,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
706,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
707,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
708,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
709,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
710,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
711,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
712,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
713,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
714,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
715,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
716,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
717,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
718,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
719,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
720,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
721,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
722,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
723,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
724,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
725,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
726,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
727,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
728,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
729,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
730,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
731,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
732,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
733,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
734,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
735,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
736,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
737,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
738,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
739,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
740,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
741,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
742,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
743,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
744,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
745,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
746,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
747,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
748,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
749,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
750,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
751,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
752,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
753,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
754,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
755,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
756,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
757,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
758,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
759,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
760,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
761,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
762,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
763,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
764,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
765,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
766,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
767,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
768,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
769,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
770,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
771,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
772,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
773,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
774,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
775,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
776,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
777,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
778,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
779,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
780,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
781,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
782,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
783,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
784,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
785,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
786,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
787,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
788,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
789,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
790,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
791,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
792,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
793,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
794,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
795,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
796,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
797,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
798,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
799,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
800,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
801,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
802,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
803,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
804,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
805,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
806,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
807,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
808,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
809,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
810,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
811,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
812,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
813,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
814,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
815,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
816,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
817,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
818,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
819,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
820,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
821,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
822,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
823,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
824,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
825,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
826,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
827,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
828,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
829,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
830,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
831,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
832,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
833,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
834,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
835,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
836,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
837,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
838,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
839,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
840,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
841,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
842,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
843,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
844,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
845,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
846,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
847,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
