Time_Index,MA_utilitypv_class1_moderate,CT_utilitypv_class1_moderate,ME_utilitypv_class1_moderate
1295,0,0,0
1296,0,0,0
1297,0,0,0
1298,0,0,0
1299,0,0,0
1300,0,0,0
1301,0,0,0
1302,0,0,0
1303,0,0,0
1304,0,0,0
1305,0,0,0
1306,0.151,0.247,0.193
1307,0.44,0.524,0.469
1308,0.597,0.692,0.626
1309,0.697,0.79,0.721
1310,0.734,0.826,0.768
1311,0.731,0.831,0.772
1312,0.674,0.794,0.732
1313,0.543,0.698,0.675
1314,0.377,0.556,0.515
1315,0.106,0.297,0.254
1316,0,0,0
1317,0,0,0
1318,0,0,0
1319,0,0,0
1320,0,0,0
1321,0,0,0
1322,0,0,0
1323,0,0,0
1324,0,0,0
1325,0,0,0
1326,0,0,0
1327,0,0,0
1328,0,0,0
1329,0,0,0
1330,0.151,0.247,0.193
1331,0.44,0.524,0.469
1332,0.597,0.692,0.626
1333,0.697,0.79,0.721
1334,0.734,0.826,0.768
1335,0.731,0.831,0.772
1336,0.674,0.794,0.732
1337,0.543,0.698,0.675
1338,0.377,0.556,0.515
1339,0.106,0.297,0.254
1340,0,0,0
1341,0,0,0
1342,0,0,0
1343,0,0,0
1344,0,0,0
1345,0,0,0
1346,0,0,0
1347,0,0,0
1348,0,0,0
1349,0,0,0
1350,0,0,0
1351,0,0,0
1352,0,0,0
1353,0,0,0
1354,0.151,0.247,0.193
1355,0.44,0.524,0.469
1356,0.597,0.692,0.626
1357,0.697,0.79,0.721
1358,0.734,0.826,0.768
1359,0.731,0.831,0.772
1360,0.674,0.794,0.732
1361,0.543,0.698,0.675
1362,0.377,0.556,0.515
1363,0.106,0.297,0.254
1364,0,0,0
1365,0,0,0
1366,0,0,0
1367,0,0,0
1368,0,0,0
1369,0,0,0
1370,0,0,0
1371,0,0,0
1372,0,0,0
1373,0,0,0
1374,0,0,0
1375,0,0,0
1376,0,0,0
1377,0,0,0
1378,0.151,0.247,0.193
1379,0.44,0.524,0.469
1380,0.597,0.692,0.626
1381,0.697,0.79,0.721
1382,0.734,0.826,0.768
1383,0.731,0.831,0.772
1384,0.674,0.794,0.732
1385,0.543,0.698,0.675
1386,0.377,0.556,0.515
1387,0.106,0.297,0.254
1388,0,0,0
1389,0,0,0
1390,0,0,0
1391,0,0,0
1392,0,0,0
1393,0,0,0
1394,0,0,0
1395,0,0,0
1396,0,0,0
1397,0,0,0
1398,0,0,0
1399,0,0,0
1400,0,0,0
1401,0,0,0
1402,0.151,0.247,0.193
1403,0.44,0.524,0.469
1404,0.597,0.692,0.626
1405,0.697,0.79,0.721
1406,0.734,0.826,0.768
1407,0.731,0.831,0.772
1408,0.674,0.794,0.732
1409,0.543,0.698,0.675
1410,0.377,0.556,0.515
1411,0.106,0.297,0.254
1412,0,0,0
1413,0,0,0
1414,0,0,0
1415,0,0,0
1416,0,0,0
1417,0,0,0
1418,0,0,0
1419,0,0,0
1420,0,0,0
1421,0,0,0
1422,0,0,0
1423,0,0,0
1424,0,0,0
1425,0,0,0
1426,0.151,0.247,0.193
1427,0.44,0.524,0.469
1428,0.597,0.692,0.626
1429,0.697,0.79,0.721
1430,0.734,0.826,0.768
1431,0.731,0.831,0.772
1432,0.674,0.794,0.732
1433,0.543,0.698,0.675
1434,0.377,0.556,0.515
1435,0.106,0.297,0.254
1436,0,0,0
1437,0,0,0
1438,0,0,0
1439,0,0,0
1440,0,0,0
1441,0,0,0
1442,0,0,0
1443,0,0,0
1444,0,0,0
1445,0,0,0
1446,0,0,0
1447,0,0,0
1448,0,0,0
1449,0,0,0
1450,0.151,0.247,0.193
1451,0.44,0.524,0.469
1452,0.597,0.692,0.626
1453,0.697,0.79,0.721
1454,0.734,0.826,0.768
1455,0.731,0.831,0.772
1456,0.674,0.794,0.732
1457,0.543,0.698,0.675
1458,0.377,0.556,0.515
1459,0.106,0.297,0.254
1460,0,0,0
1461,0,0,0
1462,0,0,0
1463,0,0,0
1464,0,0,0
1465,0,0,0
1466,0,0,0
1467,0,0,0
1468,0,0,0
1469,0,0,0
1470,0,0,0
1471,0,0,0
1472,0,0,0
1473,0,0,0
1474,0.151,0.247,0.193
1475,0.44,0.524,0.469
1476,0.597,0.692,0.626
1477,0.697,0.79,0.721
1478,0.734,0.826,0.768
1479,0.731,0.831,0.772
1480,0.674,0.794,0.732
1481,0.543,0.698,0.675
1482,0.377,0.556,0.515
1483,0.106,0.297,0.254
1484,0,0,0
1485,0,0,0
1486,0,0,0
1487,0,0,0
1488,0,0,0
1489,0,0,0
1490,0,0,0
1491,0,0,0
1492,0,0,0
1493,0,0,0
1494,0,0,0
1495,0,0,0
1496,0,0,0
1497,0,0,0
1498,0.151,0.247,0.193
1499,0.44,0.524,0.469
1500,0.597,0.692,0.626
1501,0.697,0.79,0.721
1502,0.734,0.826,0.768
1503,0.731,0.831,0.772
1504,0.674,0.794,0.732
1505,0.543,0.698,0.675
1506,0.377,0.556,0.515
1507,0.106,0.297,0.254
1508,0,0,0
1509,0,0,0
1510,0,0,0
1511,0,0,0
1512,0,0,0
1513,0,0,0
1514,0,0,0
1515,0,0,0
1516,0,0,0
1517,0,0,0
1518,0,0,0
1519,0,0,0
1520,0,0,0
1521,0,0,0
1522,0.151,0.247,0.193
1523,0.44,0.524,0.469
1524,0.597,0.692,0.626
1525,0.697,0.79,0.721
1526,0.734,0.826,0.768
1527,0.731,0.831,0.772
1528,0.674,0.794,0.732
1529,0.543,0.698,0.675
1530,0.377,0.556,0.515
1531,0.106,0.297,0.254
1532,0,0,0
1533,0,0,0
1534,0,0,0
1535,0,0,0
1536,0,0,0
1537,0,0,0
1538,0,0,0
1539,0,0,0
1540,0,0,0
1541,0,0,0
1542,0,0,0
1543,0,0,0
1544,0,0,0
1545,0,0,0
1546,0.151,0.247,0.193
1547,0.44,0.524,0.469
1548,0.597,0.692,0.626
1549,0.697,0.79,0.721
1550,0.734,0.826,0.768
1551,0.731,0.831,0.772
1552,0.674,0.794,0.732
1553,0.543,0.698,0.675
1554,0.377,0.556,0.515
1555,0.106,0.297,0.254
1556,0,0,0
1557,0,0,0
1558,0,0,0
1559,0,0,0
1560,0,0,0
1561,0,0,0
1562,0,0,0
1563,0,0,0
1564,0,0,0
1565,0,0,0
1566,0,0,0
1567,0,0,0
1568,0,0,0
1569,0,0,0
1570,0.151,0.247,0.193
1571,0.44,0.524,0.469
1572,0.597,0.692,0.626
1573,0.697,0.79,0.721
1574,0.734,0.826,0.768
1575,0.731,0.831,0.772
1576,0.674,0.794,0.732
1577,0.543,0.698,0.675
1578,0.377,0.556,0.515
1579,0.106,0.297,0.254
1580,0,0,0
1581,0,0,0
1582,0,0,0
1583,0,0,0
1584,0,0,0
1585,0,0,0
1586,0,0,0
1587,0,0,0
1588,0,0,0
1589,0,0,0
1590,0,0,0
1591,0,0,0
1592,0,0,0
1593,0,0,0
1594,0.151,0.247,0.193
1595,0.44,0.524,0.469
1596,0.597,0.692,0.626
1597,0.697,0.79,0.721
1598,0.734,0.826,0.768
1599,0.731,0.831,0.772
1600,0.674,0.794,0.732
1601,0.543,0.698,0.675
1602,0.377,0.556,0.515
1603,0.106,0.297,0.254
1604,0,0,0
1605,0,0,0
1606,0,0,0
1607,0,0,0
1608,0,0,0
1609,0,0,0
1610,0,0,0
1611,0,0,0
1612,0,0,0
1613,0,0,0
1614,0,0,0
1615,0,0,0
1616,0,0,0
1617,0,0,0
1618,0.151,0.247,0.193
1619,0.44,0.524,0.469
1620,0.597,0.692,0.626
1621,0.697,0.79,0.721
1622,0.734,0.826,0.768
1623,0.731,0.831,0.772
1624,0.674,0.794,0.732
1625,0.543,0.698,0.675
1626,0.377,0.556,0.515
1627,0.106,0.297,0.254
1628,0,0,0
1629,0,0,0
1630,0,0,0
1631,0,0,0
1632,0,0,0
1633,0,0,0
1634,0,0,0
1635,0,0,0
1636,0,0,0
1637,0,0,0
1638,0,0,0
1639,0,0,0
1640,0,0,0
1641,0,0,0
1642,0.151,0.247,0.193
1643,0.44,0.524,0.469
1644,0.597,0.692,0.626
1645,0.697,0.79,0.721
1646,0.734,0.826,0.768
1647,0.731,0.831,0.772
1648,0.674,0.794,0.732
1649,0.543,0.698,0.675
1650,0.377,0.556,0.515
1651,0.106,0.297,0.254
1652,0,0,0
1653,0,0,0
1654,0,0,0
1655,0,0,0
1656,0,0,0
1657,0,0,0
1658,0,0,0
1659,0,0,0
1660,0,0,0
1661,0,0,0
1662,0,0,0
1663,0,0,0
1664,0,0,0
1665,0,0,0
1666,0.151,0.247,0.193
1667,0.44,0.524,0.469
1668,0.597,0.692,0.626
1669,0.697,0.79,0.721
1670,0.734,0.826,0.768
1671,0.731,0.831,0.772
1672,0.674,0.794,0.732
1673,0.543,0.698,0.675
1674,0.377,0.556,0.515
1675,0.106,0.297,0.254
1676,0,0,0
1677,0,0,0
1678,0,0,0
1679,0,0,0
1680,0,0,0
