Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,,489,12018,16449,11103,23176,21002,12439
,,,,,,,,490,12769,18013,11532,25138,21811,13066
,,,,,,,,491,14051,19681,11824,26841,22039,13605
,,,,,,,,492,15513,21426,12073,28137,22162,14190
,,,,,,,,493,16406,23117,12231,29603,22124,14623
,,,,,,,,494,17774,24890,12331,30878,22025,14736
,,,,,,,,495,19039,26558,12474,31747,22030,14678
,,,,,,,,496,19941,28119,12612,32212,22198,14931
,,,,,,,,497,20569,28873,12488,32073,22328,14797
,,,,,,,,498,20468,28724,12259,30833,22280,14719
,,,,,,,,499,19897,27924,12044,30284,22046,14629
,,,,,,,,500,19635,27554,11943,29334,22243,14618
,,,,,,,,501,19632,27550,11506,27889,22045,14178
,,,,,,,,502,18657,26183,10750,26162,20875,13521
,,,,,,,,503,17244,24200,10200,24509,19538,12836
,,,,,,,,504,15987,22436,9712,23176,18412,12406
,,,,,,,,505,12244,17182,8986,16249,19748,10640
,,,,,,,,506,11764,16509,8878,16033,19242,10624
,,,,,,,,507,11743,16479,8789,16043,19137,10636
,,,,,,,,508,11664,16368,8847,16151,19124,10889
,,,,,,,,509,11409,15935,9056,16548,19511,11049
,,,,,,,,510,9972,14306,9392,16637,20406,11094
,,,,,,,,511,8637,12140,9775,16229,21706,10979
,,,,,,,,512,7744,11094,10102,15925,23210,10919
,,,,,,,,513,7346,10737,10376,15638,24409,11086
,,,,,,,,514,7405,10957,10530,15424,25252,11134
,,,,,,,,515,7791,11584,10647,15353,25543,11260
,,,,,,,,516,8332,12371,10596,15320,25436,11386
,,,,,,,,517,9078,13429,10513,15354,25204,11503
,,,,,,,,518,10122,14878,10406,15654,24739,11760
,,,,,,,,519,11519,16702,10372,16270,24441,11979
,,,,,,,,520,13013,18484,10355,17119,24431,12251
,,,,,,,,521,13477,18913,10446,17821,24639,12396
,,,,,,,,522,13785,19345,10787,18650,25371,12670
,,,,,,,,523,14421,20238,11289,19477,26560,13241
,,,,,,,,524,15959,22397,11412,19485,27302,13193
,,,,,,,,525,16158,22675,11065,18795,26783,12627
,,,,,,,,526,15520,21781,10432,17760,25453,11938
,,,,,,,,527,14338,20121,9833,16746,23317,11307
,,,,,,,,528,13100,18384,9400,16192,21746,11033
,,,,,,,,529,12455,17478,9252,15831,20923,10881
,,,,,,,,530,12119,17009,9178,15699,20643,10807
,,,,,,,,531,11791,16547,9257,15764,20685,10882
,,,,,,,,532,11665,16370,9639,16307,21382,11321
,,,,,,,,533,11874,16228,10406,17527,23065,11977
,,,,,,,,534,11555,15239,11501,18324,25809,12584
,,,,,,,,535,11628,15614,12192,18039,28516,12655
,,,,,,,,536,11429,16042,12253,17337,29469,12352
,,,,,,,,537,10883,15665,12223,16790,29204,12390
,,,,,,,,538,10621,15512,12125,16597,28854,12246
,,,,,,,,539,10694,15686,11969,16488,28482,12088
,,,,,,,,540,11006,16083,11871,16502,28171,12199
,,,,,,,,541,11646,16972,11706,16803,27829,12260
,,,,,,,,542,12805,18601,11579,17094,27462,12531
,,,,,,,,543,14201,20429,11462,17699,27309,12698
,,,,,,,,544,15551,22047,11468,18478,27501,13001
,,,,,,,,545,15776,22141,11516,19018,28041,13075
,,,,,,,,546,15731,22076,11708,19658,28662,13160
,,,,,,,,547,16038,22507,11967,20399,29169,13570
,,,,,,,,548,17414,24438,11942,20288,28998,13429
,,,,,,,,549,17415,24440,11458,19469,27901,12901
,,,,,,,,550,16654,23371,10680,18323,26212,12087
,,,,,,,,551,15304,21477,10046,17144,24155,11448
,,,,,,,,552,13954,19584,9597,16401,22558,11001
,,,,,,,,553,13121,18414,9416,16062,21841,10879
,,,,,,,,554,12687,17805,9275,15834,21731,10757
,,,,,,,,555,12254,17196,9351,15856,21622,10838
,,,,,,,,556,12213,17140,9661,16391,22231,11295
,,,,,,,,557,12432,16986,10418,17576,23836,11942
,,,,,,,,558,12437,16454,11482,18427,26601,12475
,,,,,,,,559,11835,16940,12112,18027,29288,12415
,,,,,,,,560,12032,17157,12237,17305,30243,12124
,,,,,,,,561,12689,16631,12187,16851,30088,12067
,,,,,,,,562,13348,16928,12174,16635,29783,12010
,,,,,,,,563,12575,17521,12061,16591,29279,11971
,,,,,,,,564,12352,17958,11931,16629,28606,12006
,,,,,,,,565,12649,18188,11819,16897,28155,12131
,,,,,,,,566,14273,19253,11659,17336,27475,12419
,,,,,,,,567,15711,20997,11596,17959,27023,12703
,,,,,,,,568,16160,22597,11599,18632,27097,12976
,,,,,,,,569,16197,22731,11719,19160,27214,13126
,,,,,,,,570,16251,22807,11955,19752,27748,13236
,,,,,,,,571,16725,23471,12210,20518,28736,13597
,,,,,,,,572,17884,25098,12258,20431,29367,13543
,,,,,,,,573,17862,25067,11762,19632,28636,12940
,,,,,,,,574,17138,24050,11018,18434,26864,12072
,,,,,,,,575,15800,22172,10384,17218,24802,11413
,,,,,,,,576,14382,20183,9940,16600,23295,11045
,,,,,,,,577,13327,18703,9710,16209,22477,10774
,,,,,,,,578,12750,17893,9630,16010,22117,10715
,,,,,,,,579,12416,17423,9697,16088,22178,10773
,,,,,,,,580,12352,17334,9983,16514,22715,11214
,,,,,,,,581,12588,17456,10753,17571,24399,11898
,,,,,,,,582,12862,17139,11776,18122,27054,12465
,,,,,,,,583,13569,17280,12361,17722,29598,12452
,,,,,,,,584,13574,16767,12408,16990,30356,12222
,,,,,,,,585,13484,16302,12345,16635,29865,12239
,,,,,,,,586,13032,16159,12252,16527,29467,12117
,,,,,,,,587,13802,16503,12074,16383,29124,12073
,,,,,,,,588,14670,17191,11974,16529,28788,12151
,,,,,,,,589,15405,18108,11847,16846,28415,12298
,,,,,,,,590,15923,19523,11723,17323,27946,12547
,,,,,,,,591,16328,21128,11605,17958,27569,12786
,,,,,,,,592,16452,22858,11544,18698,27260,13052
,,,,,,,,593,16260,22819,11579,19190,27532,13089
,,,,,,,,594,16274,22838,11746,19674,27945,13156
,,,,,,,,595,16537,23207,11982,20391,28532,13515
,,,,,,,,596,17622,24730,11993,20283,28488,13449
,,,,,,,,597,17547,24625,11492,19664,27468,12864
,,,,,,,,598,16770,23535,10716,18438,25698,11935
,,,,,,,,599,15474,21715,10059,17203,23608,11280
,,,,,,,,600,14156,19865,9572,16506,21818,10904
,,,,,,,,601,13211,18540,9297,15967,20979,10666
,,,,,,,,602,12620,17711,9185,15751,20455,10556
,,,,,,,,603,12292,17250,9243,15837,20584,10635
,,,,,,,,604,12196,17116,9511,16290,20804,11062
,,,,,,,,605,12402,16769,10277,17320,22249,11736
,,,,,,,,606,12905,16007,11185,17818,24715,12338
,,,,,,,,607,14118,16538,11756,17492,27131,12319
,,,,,,,,608,14379,16566,11811,16897,27762,12062
,,,,,,,,609,13732,16129,11762,16641,27474,12033
,,,,,,,,610,13328,16142,11696,16651,27151,11974
,,,,,,,,611,12890,16422,11650,16620,26840,12000
,,,,,,,,612,13100,16894,11591,16812,26451,12027
,,,,,,,,613,13744,17785,11443,17219,26046,12137
,,,,,,,,614,14479,19296,11399,17802,25677,12431
,,,,,,,,615,15309,21008,11334,18438,25356,12695
,,,,,,,,616,16090,22589,11278,19156,25434,12977
,,,,,,,,617,16112,22612,11312,19584,25747,13036
,,,,,,,,618,16066,22547,11473,19980,26009,13091
,,,,,,,,619,16232,22780,11731,20642,26543,13415
,,,,,,,,620,17360,24363,11671,20404,26794,13309
,,,,,,,,621,17318,24303,11235,19672,26187,12701
,,,,,,,,622,16609,23308,10519,18473,24619,11938
,,,,,,,,623,15160,21276,9921,17318,22744,11382
,,,,,,,,624,14023,19678,9456,16641,21237,10945
,,,,,,,,625,13182,18499,9185,16124,20405,10659
,,,,,,,,626,12491,17528,9086,15882,19998,10518
,,,,,,,,627,12143,17042,9086,15878,19934,10501
,,,,,,,,628,12019,16868,9354,16256,20425,10937
,,,,,,,,629,12084,16383,10073,17236,21989,11561
,,,,,,,,630,12017,15491,10998,17580,24578,12137
,,,,,,,,631,12302,15840,11629,17291,27196,12115
,,,,,,,,632,12290,16054,11767,16812,28076,11905
,,,,,,,,633,11865,15946,11799,16644,27931,11969
,,,,,,,,634,12025,16219,11683,16564,27474,11949
,,,,,,,,635,12273,16729,11628,16628,26907,11915
,,,,,,,,636,12688,17221,11480,16932,26171,11948
,,,,,,,,637,13061,17919,11309,16488,25471,12038
,,,,,,,,638,13979,19220,11162,17259,24767,12300
,,,,,,,,639,14814,20769,11056,18288,24221,12357
,,,,,,,,640,15767,22327,11010,18890,24053,12472
,,,,,,,,641,15926,22350,11022,19260,24151,12481
,,,,,,,,642,15900,22313,11093,19545,24536,12543
,,,,,,,,643,16200,22735,11365,20120,25251,12869
,,,,,,,,644,16985,23836,11403,19855,25727,12819
,,,,,,,,645,16858,23659,11023,19221,25212,12324
,,,,,,,,646,16313,22894,10419,18284,24008,11626
,,,,,,,,647,15381,21585,9892,17165,22439,11015
,,,,,,,,648,14161,19872,9435,16398,21052,10582
,,,,,,,,649,13180,18496,9185,15884,20229,10348
,,,,,,,,650,12538,17596,9045,15532,19854,10168
,,,,,,,,651,12138,17035,9080,15426,19914,10186
,,,,,,,,652,11942,16758,9189,15491,20116,10456
,,,,,,,,653,11839,16095,9516,15761,20899,10701
,,,,,,,,654,11107,14535,9975,15719,22169,10920
,,,,,,,,655,10008,13589,10463,15512,23818,10942
,,,,,,,,656,9336,13079,10903,15405,25465,11074
,,,,,,,,657,9241,13198,11203,15544,26652,11299
,,,,,,,,658,9706,13986,11224,15648,27013,11214
,,,,,,,,659,10306,14710,11145,15683,26794,11216
,,,,,,,,660,10924,15417,10996,15776,26111,11269
,,,,,,,,661,11303,16173,10779,15870,25146,11341
,,,,,,,,662,12426,17328,10625,16278,24323,11459
,,,,,,,,663,14047,18930,10548,16895,23705,11406
,,,,,,,,664,14631,20410,10493,17628,23585,11589
,,,,,,,,665,14644,20550,10563,18238,23441,11865
,,,,,,,,666,14785,20748,10764,18849,23706,12004
,,,,,,,,667,15150,21262,11036,19290,24382,12410
,,,,,,,,668,16153,22669,11098,19103,25076,12418
,,,,,,,,669,16229,22776,10817,18540,24873,12033
,,,,,,,,670,15825,22207,10310,17598,23844,11415
,,,,,,,,671,15051,21122,9838,16780,22562,10868
,,,,,,,,672,13981,19621,9457,16270,21410,10583
,,,,,,,,673,13382,18780,8888,16760,17685,10676
,,,,,,,,674,12828,18002,8713,16324,17223,10427
,,,,,,,,675,12571,17643,8672,16020,17024,10202
,,,,,,,,676,12130,17022,8660,15896,16977,10160
,,,,,,,,677,11319,15855,8724,15469,17223,10101
,,,,,,,,678,10179,14342,8894,15133,17575,10006
,,,,,,,,679,8821,12575,9202,15148,18440,10138
,,,,,,,,680,8430,12109,9459,15571,19580,10271
,,,,,,,,681,8576,12257,9836,16177,20761,10763
,,,,,,,,682,8709,12526,9911,16865,21276,10935
,,,,,,,,683,8961,12883,10004,17516,21419,11043
,,,,,,,,684,9528,13639,9962,18226,21316,11263
,,,,,,,,685,10229,14614,9868,18969,21036,11413
,,,,,,,,686,11314,16139,9833,19974,20795,11654
,,,,,,,,687,12300,17575,9846,21033,20564,11757
,,,,,,,,688,13422,19255,9893,22111,20573,11862
,,,,,,,,689,14329,20366,9935,22744,20730,11971
,,,,,,,,690,14867,20863,10002,22476,20798,12010
,,,,,,,,691,15023,21083,10043,22053,20908,11987
,,,,,,,,692,15202,21334,10131,21894,21034,12197
,,,,,,,,693,15962,22401,10152,21161,21223,12070
,,,,,,,,694,15875,22278,9783,19968,20757,11542
,,,,,,,,695,14928,20950,9227,18621,19473,10923
,,,,,,,,696,14012,19664,8814,17608,18202,10625
,,,,,,,,697,13334,18713,8590,16870,17526,10409
,,,,,,,,698,12830,18004,8429,16372,17101,10305
,,,,,,,,699,12450,17472,8387,16076,16960,10232
,,,,,,,,700,12058,16921,8496,16012,16967,10217
,,,,,,,,701,11334,15965,8583,15683,17301,10135
,,,,,,,,702,10250,14809,8773,15358,17762,10130
,,,,,,,,703,9163,13486,9114,15360,18735,10170
,,,,,,,,704,8832,13045,9586,15994,19869,10307
,,,,,,,,705,8917,13386,9982,16941,21158,10708
,,,,,,,,706,9280,13717,10242,18007,22110,10854
,,,,,,,,707,9949,14778,10348,19111,22487,11000
,,,,,,,,708,10585,15335,10364,20177,22409,11093
,,,,,,,,709,11641,17000,10401,21314,22175,11302
,,,,,,,,710,12574,18268,10408,22640,21926,11597
,,,,,,,,711,13794,20138,10560,24013,21803,12061
,,,,,,,,712,15078,21676,10650,25134,21934,12385
,,,,,,,,713,16067,22858,10815,25767,22160,12795
,,,,,,,,714,16614,23315,10815,25453,22350,12826
,,,,,,,,715,16591,23283,10839,24851,22392,12752
,,,,,,,,716,16564,23245,10906,24272,22479,12892
,,,,,,,,717,17248,24205,10782,22987,22586,12684
,,,,,,,,718,17005,23864,10268,21193,21867,11939
,,,,,,,,719,15723,22066,9552,19465,20092,11265
,,,,,,,,720,14449,20278,9029,18213,18681,10963
,,,,,,,,721,13648,19153,8730,17260,17869,10699
,,,,,,,,722,13152,18457,8605,16728,17510,10600
,,,,,,,,723,12836,18013,8635,16485,17476,10538
,,,,,,,,724,12508,17665,8858,16679,17973,10635
,,,,,,,,725,12094,17156,9381,16847,19164,10992
,,,,,,,,726,11668,16632,10112,17228,21198,11437
,,,,,,,,727,11478,16330,10757,17731,23336,11553
,,,,,,,,728,11684,16766,11127,18462,24250,11658
,,,,,,,,729,11830,17167,11326,19378,24340,11989
,,,,,,,,730,12216,17955,11540,20681,24330,12260
,,,,,,,,731,12705,19100,11687,21974,24291,12485
,,,,,,,,732,13437,20690,11760,23316,24193,12684
,,,,,,,,733,14211,21814,11967,24707,24129,12976
,,,,,,,,734,15441,23201,12077,26038,23963,13351
,,,,,,,,735,16843,24753,12230,27344,23854,13718
,,,,,,,,736,18226,26196,12233,28350,23806,13839
,,,,,,,,737,18971,26909,12197,28708,23831,13932
,,,,,,,,738,19224,26978,12129,28257,23740,13782
,,,,,,,,739,18912,26540,11985,27356,23621,13645
,,,,,,,,740,18518,25988,11901,26521,23733,13753
,,,,,,,,741,18932,26569,11736,24972,23830,13598
,,,,,,,,742,18478,25932,11016,22926,22936,12712
,,,,,,,,743,16867,23671,10218,20894,21081,11983
,,,,,,,,744,15466,21703,9641,19444,19504,11513
,,,,,,,,745,14423,20241,9288,18381,18532,11221
,,,,,,,,746,13722,19256,9133,17671,18179,11004
,,,,,,,,747,13303,18669,9096,17311,18020,10909
,,,,,,,,748,12910,18125,9205,17405,18260,10944
,,,,,,,,749,12407,17452,9596,17562,19193,11240
,,,,,,,,750,11846,16758,10300,17908,20991,11653
,,,,,,,,751,11532,16473,10931,18435,22992,11890
,,,,,,,,752,12014,17260,11303,19113,23946,12067
,,,,,,,,753,12007,17390,11509,20065,24085,12404
,,,,,,,,754,12371,17899,11766,21330,24116,12620
,,,,,,,,755,12973,18767,11921,22698,24086,12885
,,,,,,,,756,13761,19827,12144,24275,24106,13117
,,,,,,,,757,14695,21167,12256,25521,24129,13377
,,,,,,,,758,16004,23017,12461,26988,24079,13661
,,,,,,,,759,17433,25058,12619,28323,24076,13980
,,,,,,,,760,18867,27006,12712,29312,24083,14073
,,,,,,,,761,19796,28106,12655,29702,24186,14089
,,,,,,,,762,19955,28005,12586,29086,24116,13843
,,,,,,,,763,19537,27417,12428,28130,23953,13603
,,,,,,,,764,19086,26785,12340,27264,23992,13624
,,,,,,,,765,19419,27251,12116,25689,24017,13345
,,,,,,,,766,18968,26619,11449,23536,23107,12503
,,,,,,,,767,17316,24301,10602,21486,21147,11751
,,,,,,,,768,15746,22098,9992,19882,19584,11349
,,,,,,,,769,14708,20641,9598,18700,18596,11121
,,,,,,,,770,13967,19601,9380,17923,18085,10941
,,,,,,,,771,13536,18995,9322,17548,17881,10870
,,,,,,,,772,13154,18550,9450,17635,18085,10985
,,,,,,,,773,12693,18245,9861,17842,19001,11376
,,,,,,,,774,12507,18496,10514,18105,20666,11805
,,,,,,,,775,12280,19109,11190,18710,22638,12108
,,,,,,,,776,12899,20166,11679,19665,23764,12091
,,,,,,,,777,13390,20301,11997,20842,24144,12429
,,,,,,,,778,14142,19892,12283,22289,24409,12584
,,,,,,,,779,14987,19957,12514,23879,24589,12758
,,,,,,,,780,16005,21074,12710,25569,24645,12858
,,,,,,,,781,17219,22971,12940,27284,24645,13040
,,,,,,,,782,18983,25344,13202,29051,24702,13315
,,,,,,,,783,20449,27631,13401,30602,24598,13540
,,,,,,,,784,21404,29934,13522,31639,24639,13682
,,,,,,,,785,22057,31175,13513,32030,24656,13716
,,,,,,,,786,22180,31126,13371,31333,24539,13475
,,,,,,,,787,21678,30422,13230,30315,24326,13470
,,,,,,,,788,21074,29575,13098,29388,24240,13530
,,,,,,,,789,21068,29567,12778,27108,24221,13393
,,,,,,,,790,20257,28428,12053,25137,23322,12505
,,,,,,,,791,18393,25811,11124,22876,21486,12049
,,,,,,,,792,16606,23304,10448,21269,19821,11563
,,,,,,,,793,15540,21808,9970,20055,18953,11272
,,,,,,,,794,14669,20586,9674,19197,18290,11067
,,,,,,,,795,14148,19854,9587,18624,18024,10942
,,,,,,,,796,13821,19435,9646,18567,18192,11053
,,,,,,,,797,13316,18763,9986,18576,18997,11370
,,,,,,,,798,13051,18353,10630,18935,20640,11777
,,,,,,,,799,12972,18334,11321,19721,22530,12049
,,,,,,,,800,13572,18960,11897,21001,23683,12210
,,,,,,,,801,14337,19591,12332,22468,24216,12647
,,,,,,,,802,15301,20481,12712,24243,24587,12842
,,,,,,,,803,15988,21589,13051,26125,24891,12939
,,,,,,,,804,16781,22943,13286,27198,25034,13088
,,,,,,,,805,17534,24150,13585,29102,25135,13295
,,,,,,,,806,18681,26230,13890,30826,25210,13552
,,,,,,,,807,20038,28570,14066,31947,25131,13780
,,,,,,,,808,21409,30540,14122,32559,25056,13815
,,,,,,,,809,22234,31514,14083,32468,24949,14028
,,,,,,,,810,22172,31116,13874,31299,24570,13837
,,,,,,,,811,21448,30100,13544,29936,24150,13620
,,,,,,,,812,20639,28963,13325,29442,23752,13557
,,,,,,,,813,20464,28718,13030,27863,23715,13430
,,,,,,,,814,19714,27666,12337,25948,22930,12727
,,,,,,,,815,18190,25527,11502,23904,21422,12075
,,,,,,,,816,16633,23342,10842,22331,19998,11525
,,,,,,,,817,15390,21598,10355,21038,18910,11086
,,,,,,,,818,14604,20494,10058,19943,18345,10945
,,,,,,,,819,14174,19891,9853,19203,18043,10805
,,,,,,,,820,13770,19380,9786,18781,17961,10686
,,,,,,,,821,13252,18956,9783,18243,18131,10636
,,,,,,,,822,12775,18636,9950,18077,18539,10664
,,,,,,,,823,12357,18427,10404,18728,19607,10747
,,,,,,,,824,12424,18712,11064,20146,20913,10946
,,,,,,,,825,12878,19687,11658,21835,22186,11502
,,,,,,,,826,13687,20859,12134,23628,22952,11912
,,,,,,,,827,14329,21628,12543,25280,23248,12194
,,,,,,,,828,15127,22257,12810,25883,23455,12394
,,,,,,,,829,15075,21884,12977,27136,23180,12413
,,,,,,,,830,15107,22186,13123,28407,22971,12402
,,,,,,,,831,16189,23355,13272,29526,22760,12341
,,,,,,,,832,17500,25052,13330,30205,22597,12323
,,,,,,,,833,18428,26126,13322,30346,22683,12478
,,,,,,,,834,18671,26202,13164,29473,22559,12592
,,,,,,,,835,18314,25701,12912,28270,22361,12501
,,,,,,,,836,17888,25103,12758,28134,22188,12700
,,,,,,,,837,18063,25350,12503,26687,22309,12619
,,,,,,,,838,17650,24769,11907,24747,21824,12160
,,,,,,,,839,16519,23182,11163,22825,20598,11746
,,,,,,,,840,15559,21835,10528,21146,19137,11418
,,,,,,,,841,13306,18674,8545,15260,17603,10926
,,,,,,,,842,12454,17477,8450,14968,17034,11140
,,,,,,,,843,12185,17101,8388,14745,16697,11086
,,,,,,,,844,12194,17113,8457,14719,16705,10989
,,,,,,,,845,12271,17186,8665,14867,17053,11034
,,,,,,,,846,12391,15985,9025,15015,17772,11099
,,,,,,,,847,11934,14140,9350,14535,18800,11043
,,,,,,,,848,11584,13379,9692,14400,20109,11096
,,,,,,,,849,10893,13339,9940,14653,21310,11228
,,,,,,,,850,10418,13935,10000,15038,21857,11230
,,,,,,,,851,11094,14574,9958,15470,21880,11181
,,,,,,,,852,12705,15656,9865,16074,21679,11191
,,,,,,,,853,13874,17068,9848,16884,21459,11339
,,,,,,,,854,14294,19102,9826,17767,21239,11455
,,,,,,,,855,15322,21080,9907,18763,21220,11864
,,,,,,,,856,15941,22372,10127,19846,21372,12310
,,,,,,,,857,16269,22831,10527,20280,22324,12765
,,,,,,,,858,17606,24706,10921,20737,23837,13496
,,,,,,,,859,17768,24935,10852,20477,23729,13466
,,,,,,,,860,17274,24241,10613,19812,23108,13196
,,,,,,,,861,16554,23231,10148,18935,22179,12816
,,,,,,,,862,15445,21675,9588,17737,20811,12192
,,,,,,,,863,14159,19869,9088,16530,19308,11477
,,,,,,,,864,13229,18565,8759,15784,17970,10965
,,,,,,,,865,12839,18018,8472,15108,17159,10907
,,,,,,,,866,12501,17543,8393,14841,16755,11174
,,,,,,,,867,12410,17415,8419,14793,16612,11268
,,,,,,,,868,12427,17439,8634,15086,16838,11457
,,,,,,,,869,12829,17994,9117,15982,17706,12034
,,,,,,,,870,13151,17509,10071,17298,19675,12640
,,,,,,,,871,13186,16639,10823,17476,22483,12522
,,,,,,,,872,13689,16314,11027,17357,23798,12354
,,,,,,,,873,14044,16313,11011,17450,23700,12200
,,,,,,,,874,14544,17118,11049,17681,23536,12106
,,,,,,,,875,15250,18253,11021,17997,23371,12068
,,,,,,,,876,16125,19526,10930,18435,23171,12093
,,,,,,,,877,17139,21159,10911,19273,23012,12246
,,,,,,,,878,18176,23249,10803,20143,22797,12399
,,,,,,,,879,18904,25322,10823,20823,22594,12825
,,,,,,,,880,19166,26896,10902,21084,22651,13294
,,,,,,,,881,18976,26630,11269,21383,23529,13924
,,,,,,,,882,19675,27610,11766,21853,25361,14101
,,,,,,,,883,19436,27276,11632,21253,25423,13892
,,,,,,,,884,18696,26237,11320,20480,24891,13423
,,,,,,,,885,17772,24940,10860,19424,24009,12870
,,,,,,,,886,16499,23154,10175,18045,22571,12183
,,,,,,,,887,15223,21363,9529,16758,20725,11535
,,,,,,,,888,13975,19613,5155,9666,19246,5604
,,,,,,,,889,6501,9123,8198,13761,9166,11063
,,,,,,,,890,12555,17619,8692,15054,17903,11179
,,,,,,,,891,12232,17165,8653,15012,17713,11230
,,,,,,,,892,12151,17053,8808,15269,17882,11374
,,,,,,,,893,12379,17372,9270,16116,18807,11886
,,,,,,,,894,13087,18142,10220,17312,20948,12469
,,,,,,,,895,13349,18366,10930,17039,23950,12484
,,,,,,,,896,12421,18258,11072,16481,25108,12217
,,,,,,,,897,11651,18712,11026,16247,24803,12041
,,,,,,,,898,11818,18266,10972,16381,24347,12002
,,,,,,,,899,12397,17972,10927,16697,23999,11998
,,,,,,,,900,13191,19078,10860,17218,23659,11952
,,,,,,,,901,14263,20651,10818,18063,23601,12218
,,,,,,,,902,15765,22962,10755,19033,23389,12538
,,,,,,,,903,17146,24565,10771,20011,23305,12869
,,,,,,,,904,18514,25983,10858,20852,23555,13162
,,,,,,,,905,18387,25802,11272,21250,24523,13860
,,,,,,,,906,19250,27015,11653,21685,25874,13929
,,,,,,,,907,19056,26743,11509,21109,25792,13661
,,,,,,,,908,18399,25820,11210,20399,25138,13317
,,,,,,,,909,17563,24648,10763,19383,24126,12757
,,,,,,,,910,16473,23117,10143,18100,22765,12092
,,,,,,,,911,15123,21224,9532,16803,20934,11593
,,,,,,,,912,13943,19567,9025,15888,19497,11281
,,,,,,,,913,13287,18647,8743,15345,18524,11168
,,,,,,,,914,12764,17914,8601,15021,18029,11278
,,,,,,,,915,12573,17645,8592,14954,17875,11320
,,,,,,,,916,12497,17538,8733,15176,17996,11426
,,,,,,,,917,12801,17947,9180,15988,18917,11984
,,,,,,,,918,13503,17442,10116,17178,21119,12632
,,,,,,,,919,13819,17072,10869,16623,24145,12815
,,,,,,,,920,12384,16576,10925,16011,25277,12391
,,,,,,,,921,12004,16377,10892,15862,24866,12035
,,,,,,,,922,13219,16698,10828,16142,24311,11970
,,,,,,,,923,14222,17373,10894,16483,23986,11993
,,,,,,,,924,13122,18268,10755,17063,23657,12004
,,,,,,,,925,13756,19472,10759,17857,23347,12338
,,,,,,,,926,15360,21347,10749,18829,23126,12542
,,,,,,,,927,16968,23446,10749,19659,22990,12890
,,,,,,,,928,17637,24751,10866,20534,23203,13290
,,,,,,,,929,17665,24790,11362,20933,24448,13912
,,,,,,,,930,18755,26320,11846,21388,26422,13819
,,,,,,,,931,18659,26186,11714,20850,26570,13616
,,,,,,,,932,18256,25619,11480,20159,26164,13236
,,,,,,,,933,17575,24664,11082,19219,25455,12800
,,,,,,,,934,16475,23120,10442,17910,24044,12048
,,,,,,,,935,15278,21441,9730,16632,22222,11465
,,,,,,,,936,14244,19990,9239,15645,20693,11165
,,,,,,,,937,13344,18727,9017,15084,19855,11086
,,,,,,,,938,12856,18040,8909,14786,19546,11267
,,,,,,,,939,12678,17793,8951,14716,19495,11279
,,,,,,,,940,12605,17690,9086,14973,19902,11496
,,,,,,,,941,12881,18076,9588,15824,20919,12008
,,,,,,,,942,13279,17854,10561,16991,23273,12488
,,,,,,,,943,13810,18079,11336,15910,26322,12534
,,,,,,,,944,13902,18354,11553,15291,27664,12331
,,,,,,,,945,13402,18605,11548,15143,27197,12018
,,,,,,,,946,12491,19231,11542,15320,26582,12033
,,,,,,,,947,12327,20694,11478,15590,26035,11970
,,,,,,,,948,13479,21618,11401,15940,25524,11999
,,,,,,,,949,14658,22018,11373,16606,25269,12198
,,,,,,,,950,15987,22401,11275,17246,24891,12325
,,,,,,,,951,16610,23061,11255,17771,24602,12732
,,,,,,,,952,16763,23525,11386,18682,24845,13227
,,,,,,,,953,17202,24141,11911,19624,26168,13963
,,,,,,,,954,18367,25776,12349,20379,28115,14084
,,,,,,,,955,18335,25731,12261,19965,28218,13854
,,,,,,,,956,17932,25165,12044,19449,27730,13548
,,,,,,,,957,17266,24230,11635,18566,26956,12994
,,,,,,,,958,16195,22728,10958,17351,25492,12278
,,,,,,,,959,14941,20968,10273,16712,23542,11668
,,,,,,,,960,13916,19530,9821,15807,21963,11284
,,,,,,,,961,13151,18455,9544,15258,21019,11177
,,,,,,,,962,12675,17789,9431,14964,20606,11356
,,,,,,,,963,12474,17505,9404,14845,20534,11284
,,,,,,,,964,12408,17412,9531,15071,20929,11430
,,,,,,,,965,12750,17884,10012,15871,22132,11900
,,,,,,,,966,13394,17426,10936,17109,24453,12384
,,,,,,,,967,13495,16951,11744,16798,27479,12488
,,,,,,,,968,12993,17351,12112,16753,28823,12384
,,,,,,,,969,13250,17559,11901,16610,28541,12293
,,,,,,,,970,13447,17791,11948,16536,27817,12129
,,,,,,,,971,14061,18116,11850,16178,27283,12108
,,,,,,,,972,14651,18142,11700,16072,26665,12168
,,,,,,,,973,14927,18480,11582,16351,26109,12229
,,,,,,,,974,15481,19714,11509,16772,25700,12260
,,,,,,,,975,15637,21233,11521,17272,25418,12521
,,,,,,,,976,15837,22223,11696,18205,25653,12912
,,,,,,,,977,16221,22764,12237,19018,27034,13634
,,,,,,,,978,17693,24830,12562,19561,28725,13727
,,,,,,,,979,17695,24833,12379,19184,28583,13516
,,,,,,,,980,17272,24239,12091,18674,27967,13270
,,,,,,,,981,16755,23512,11729,18117,27287,12871
,,,,,,,,982,15979,22424,11238,17201,26154,12336
