Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind
1645,1,0.5609,1,0.636457384,0.6731,1,0.099847563
1646,1,0.5476,1,0.331572115,0.6822,1,0.071229011
1647,1,0.5405,1,0.265138149,0.664,1,0.124946192
1648,1,0.4664,1,0.259726405,0.5402,1,0.05209402
1649,1,0.3215,1,0.042333797,0.4126,1,0.03491592
1650,1,0.1216,1,0.009434449,0.1657,1,0.044058517
1651,1,0,1,0.004450519,0,1,0.085504211
1652,1,0,1,0.00112308,0,1,0.05047518
1653,1,0,1,0.003747087,0,1,0.041518226
1654,1,0,1,0.024076033,0,1,0.050809588
1655,1,0,1,0.021759,0,1,0.094259828
1656,1,0,1,0.034114461,0,1,0.168620676
1657,1,0,1,0.023891719,0,1,0.222213805
1658,1,0,1,0.186179474,0,1,0.314822733
1659,1,0,1,0.38104105,0,1,0.495932102
1660,1,0,1,0.649934053,0,1,0.650151074
1661,1,0,1,0.954516172,0,1,0.722434103
1662,1,0,1,0.992620289,0,1,0.821599841
1663,1,0,1,0.936520875,0,1,0.891098857
1664,1,0.1634,1,0.904002309,0.1727,1,0.947718859
1665,1,0.3936,1,0.959290564,0.403,1,0.855734825
1666,1,0.5714,1,0.997889757,0.5786,1,0.781125665
1667,1,0.71,1,0.97593081,0.7085,1,0.570445776
1668,1,0.7321,1,0.898932219,0.7397,1,0.509441078
1669,1,0.7319,1,0.811445594,0.7344,1,0.368178248
1670,1,0.7256,1,0.654419601,0.7274,1,0.35065493
1671,1,0.6916,1,0.87814188,0.7056,1,0.409701467
1672,1,0.5494,1,0.918886721,0.582,1,0.360668629
1673,1,0.3596,1,0.893582225,0.4025,1,0.36010474
1674,1,0.1252,1,0.785220444,0.1701,1,0.591436982
1675,1,0,1,0.402687788,0,1,0.708642364
1676,1,0,1,0.617656231,0,1,0.82046771
1677,1,0,1,0.984407663,0,1,0.864358187
1678,1,0,1,0.995673418,0,1,0.909158468
1679,1,0,1,0.996125698,0,1,0.912114024
1680,1,0,1,0.996468723,0,1,0.910067558
1681,1,0,1,0.999576688,0,1,0.943207622
1682,1,0,1,1,0,1,0.973380089
1683,1,0,1,1,0,1,0.940153837
1684,1,0,1,1,0,1,0.91532141
1685,1,0,1,1,0,1,0.823573351
1686,1,0,1,0.997932971,0,1,0.769023776
1687,1,0,1,0.576825738,0,1,0.751461267
1688,1,0.1679,1,0.522010744,0.178,1,0.691029072
1689,1,0.396,1,0.396924198,0.3975,1,0.609168649
1690,1,0.563,1,0.093860313,0.5443,1,0.427506924
1691,1,0.6706,1,0.000968326,0.6526,1,0.243211508
1692,1,0.6657,1,0.000559083,0.7038,1,0.09838438
1693,1,0.6913,1,0.002839562,0.7204,1,0.099666074
1694,1,0.7119,1,0.05369129,0.7054,1,0.150002077
1695,1,0.6575,1,0.106160432,0.6333,1,0.112126678
1696,1,0.4746,1,0.405335158,0.4573,1,0.106715046
1697,1,0.2529,1,0.466974974,0.2714,1,0.033043709
1698,1,0.0605,1,0.504664838,0.12,1,0.045953594
1699,1,0,1,0.436319679,0,1,0.058469668
1700,1,0,1,0.594810069,0,1,0.088949315
1701,1,0,1,0.286904961,0,1,0.102096111
1702,1,0,1,0.72546494,0,1,0.095217265
1703,1,0,1,0.649517715,0,1,0.076705948
1704,1,0,1,0.970897734,0,1,0.099279359
1705,1,0,1,0.984175384,0,1,0.165502518
1706,1,0,1,0.971434653,0,1,0.347325444
1707,1,0,1,0.951295972,0,1,0.469937921
1708,1,0,1,0.665538132,0,1,0.48506546
1709,1,0,1,0.485775739,0,1,0.450072348
1710,1,0,1,0.586572409,0,1,0.524389505
1711,1,0,1,0.314877361,0,1,0.529067636
1712,1,0.0216,1,0.253938198,0.0008,1,0.635453224
1713,1,0.1372,1,0.282200575,0.1681,1,0.693594694
1714,1,0.3468,1,0.455013752,0.2841,1,0.748036623
1715,1,0.3952,1,0.425737321,0.4238,1,0.699359
1716,1,0.4551,1,0.350205302,0.5036,1,0.715241432
1717,1,0.5095,1,0.10915257,0.5608,1,0.725916386
1718,1,0.5567,1,0.282129973,0.6057,1,0.554692149
1719,1,0.5691,1,0.539324522,0.6271,1,0.463497996
1720,1,0.4904,1,0.398482323,0.5014,1,0.410652399
1721,1,0.3087,1,0.382317036,0.3431,1,0.411891937
1722,1,0.1034,1,0.458801717,0.1478,1,0.350100338
1723,1,0,1,0.639211178,0,1,0.502110302
1724,1,0,1,0.48445034,0,1,0.400786102
1725,1,0,1,0.407714665,0,1,0.338156611
1726,1,0,1,0.457243055,0,1,0.296311975
1727,1,0,1,0.379113436,0,1,0.250761002
1728,1,0,1,0.643149376,0,1,0.373296142
1729,1,0,1,0.739843905,0,1,0.392606795
1730,1,0,1,0.744242132,0,1,0.342455387
1731,1,0,1,0.517800868,0,1,0.384777874
1732,1,0,1,0.547553062,0,1,0.372394681
1733,1,0,1,0.292001784,0,1,0.345625937
1734,1,0,1,0.278448999,0,1,0.285992652
1735,1,0,1,0.188094363,0,1,0.319875509
1736,1,0.1381,1,0.29546839,0.1811,1,0.149909288
1737,1,0.3552,1,0.060368687,0.4159,1,0.188974708
1738,1,0.516,1,0.433770508,0.5904,1,0.227737769
1739,1,0.6441,1,0.841369748,0.7199,1,0.222857833
1740,1,0.6863,1,0.867883384,0.7504,1,0.178924173
1741,1,0.6974,1,0.808689833,0.7513,1,0.230385229
1742,1,0.689,1,0.720603824,0.7527,1,0.313904047
1743,1,0.6444,1,0.925463676,0.7282,1,0.231131107
1744,1,0.5104,1,0.974222183,0.5953,1,0.118479937
1745,1,0.3224,1,0.923883617,0.4131,1,0.108378366
1746,1,0.0976,1,0.700876653,0.1772,1,0.126201987
1747,1,0,1,0.369099528,0,1,0.1915932
1748,1,0,1,0.399094999,0,1,0.087307885
1749,1,0,1,0.369828701,0,1,0.212488472
1750,1,0,1,0.456635565,0,1,0.238024101
1751,1,0,1,0.315475225,0,1,0.175091133
1752,1,0,1,0.437790543,0,1,0.190366015
1753,1,0,1,0.516684294,0,1,0.18132101
1754,1,0,1,0.200676456,0,1,0.139478579
1755,1,0,1,0.124332264,0,1,0.158513397
1756,1,0,1,0.040397804,0,1,0.258819371
1757,1,0,1,0.031570446,0,1,0.347566664
1758,1,0,1,0.119748175,0,1,0.335642815
1759,1,0,1,0.099887632,0,1,0.28139779
1760,1,0.1353,1,0.057780869,0.1354,1,0.215508968
1761,1,0.3241,1,0.034937978,0.3278,1,0.411743343
1762,1,0.4493,1,0.021822968,0.4588,1,0.360333353
1763,1,0.5111,1,0.016833968,0.5147,1,0.274066985
1764,1,0.5157,1,0.033941843,0.5454,1,0.119847938
1765,1,0.5283,1,0.042937491,0.5871,1,0.131144375
1766,1,0.5478,1,0.07188642,0.6394,1,0.142771155
1767,1,0.5083,1,0.177145556,0.6015,1,0.107926778
1768,1,0.4275,1,0.235143512,0.4526,1,0.099619679
1769,1,0.2737,1,0.288483322,0.2548,1,0.124753639
1770,1,0.0788,1,0.241350159,0.0717,1,0.151884228
1771,1,0,1,0.079196244,0,1,0.351649582
1772,1,0,1,0.203926861,0,1,0.419323832
1773,1,0,1,0.190272316,0,1,0.256727844
1774,1,0,1,0.238685489,0,1,0.322941542
1775,1,0,1,0.346415222,0,1,0.364507675
1776,1,0,1,0.324332952,0,1,0.364395738
1777,1,0,1,0.387494326,0,1,0.284837127
1778,1,0,1,0.339396417,0,1,0.249696791
1779,1,0,1,0.372096896,0,1,0.225971967
1780,1,0,1,0.172742859,0,1,0.248411149
1781,1,0,1,0.068465576,0,1,0.266688049
1782,1,0,1,0.130037233,0,1,0.260192186
1783,1,0,1,0.034687974,0,1,0.261451244
1784,1,0.1294,1,0.035063535,0.0587,1,0.361411124
1785,1,0.2557,1,0.008289024,0.2359,1,0.352815688
1786,1,0.3575,1,0.016100887,0.363,1,0.374715149
1787,1,0.4229,1,0.002511474,0.4041,1,0.373821139
1788,1,0.4246,1,0.01721886,0.4404,1,0.325272471
1789,1,0.4343,1,0.000412406,0.4086,1,0.30082798
1790,1,0.3961,1,0.000147013,0.3769,1,0.331405461
1791,1,0.3624,1,0.034329392,0.4113,1,0.309696198
1792,1,0.3349,1,0.012976373,0.3935,1,0.271864802
1793,1,0.2482,1,0.000344071,0.2956,1,0.323391706
1794,1,0.077,1,0.020783667,0.1214,1,0.365880847
1795,1,0,1,0.000900744,0,1,0.516988158
1796,1,0,1,0.277779102,0,1,0.655395508
1797,1,0,1,0.354036391,0,1,0.602178574
1798,1,0,1,0.488304019,0,1,0.772366583
1799,1,0,1,0.395584613,0,1,0.784240246
1800,1,0,1,0.416628152,0,1,0.832921505
1801,1,0,1,0.331118405,0,1,0.802617192
1802,1,0,1,0.146899745,0,1,0.801084757
1803,1,0,1,0.107765652,0,1,0.824281335
1804,1,0,1,0.207946822,0,1,0.763737381
1805,1,0,1,0.214592934,0,1,0.670493901
1806,1,0,1,0.133343473,0,1,0.561394691
1807,1,0,1,0.032412417,0,1,0.579198837
1808,1,0.1565,1,0.019317981,0.1624,1,0.331518024
1809,1,0.335,1,0.003874385,0.341,1,0.276616782
1810,1,0.4633,1,0.004827745,0.4545,1,0.171015918
1811,1,0.5242,1,0.000367292,0.529,1,0.050551672
1812,1,0.5091,1,0,0.5333,1,0.006707076
1813,1,0.5234,1,0.008319248,0.5503,1,0.00223836
1814,1,0.51,1,0.010602918,0.5553,1,0.00626575
1815,1,0.5288,1,0.000510577,0.6184,1,0.018924959
1816,1,0.4951,1,0.021330543,0.5482,1,0.06349127
1817,1,0.3505,1,0.054256976,0.404,1,0.079902977
1818,1,0.1309,1,0.079658069,0.1765,1,0.138606176
1819,1,0,1,0.351788372,0,1,0.563610315
1820,1,0,1,0.568106771,0,1,0.862168968
1821,1,0,1,0.516105413,0,1,0.732339084
1822,1,0,1,0.546635389,0,1,0.808844805
1823,1,0,1,0.638684452,0,1,0.863593698
1824,1,0,1,0.668598831,0,1,0.865824878
1825,1,0,1,0.858485937,0,1,0.946345329
1826,1,0,1,0.714756012,0,1,0.980912328
1827,1,0,1,0.861982465,0,1,0.981434584
1828,1,0,1,0.756157398,0,1,0.963563561
1829,1,0,1,0.716245651,0,1,0.901396632
1830,1,0,1,0.669366837,0,1,0.820207238
1831,1,0.0016,1,0.378620893,0,1,0.878808856
1832,1,0.1781,1,0.430206776,0.1668,1,0.878085494
1833,1,0.3859,1,0.129357621,0.3594,1,0.643517971
1834,1,0.534,1,0.047776371,0.4832,1,0.47891295
1835,1,0.6506,1,0.076518767,0.5788,1,0.447096676
1836,1,0.701,1,0.046268854,0.675,1,0.424488604
1837,1,0.7158,1,0.000436592,0.7196,1,0.437105775
1838,1,0.7076,1,0.004686596,0.7165,1,0.447213411
1839,1,0.6734,1,0.033089064,0.692,1,0.514680505
1840,1,0.5358,1,0.110267431,0.5711,1,0.521883607
1841,1,0.3592,1,0.216820419,0.4068,1,0.66914618
1842,1,0.1325,1,0.418335825,0.1851,1,0.727960706
1843,1,0,1,0.224600241,0,1,0.925372899
1844,1,0,1,0.254885405,0,1,0.897239804
1845,1,0,1,0.678562641,0,1,0.831842959
1846,1,0,1,0.775005221,0,1,0.893210173
1847,1,0,1,0.935262322,0,1,0.910190523
1848,1,0,1,0.998415887,0,1,0.937912464
1849,1,0,1,0.998503923,0,1,0.987221956
1850,1,0,1,0.981334448,0,1,0.978059888
1851,1,0,1,0.976984143,0,1,0.936176896
1852,1,0,1,0.917273223,0,1,0.841554105
1853,1,0,1,0.857299387,0,1,0.794166327
1854,1,0,1,0.685744822,0,1,0.772697628
1855,1,0.0029,1,0.197402641,0,1,0.772494197
1856,1,0.1779,1,0.174021095,0.1726,1,0.593601346
1857,1,0.3938,1,0.097864166,0.3929,1,0.568524837
1858,1,0.5573,1,0.032948181,0.563,1,0.287257016
1859,1,0.6766,1,0.002176364,0.6712,1,0.143510789
1860,1,0.678,1,0.000552898,0.683,1,0.149639636
1861,1,0.6611,1,0.000874054,0.6739,1,0.119550511
1862,1,0.6551,1,0.003476053,0.6618,1,0.132416099
1863,1,0.6173,1,0.019248929,0.6523,1,0.152063802
1864,1,0.4965,1,0.119166195,0.546,1,0.258123368
1865,1,0.3363,1,0.274659663,0.3826,1,0.426247716
1866,1,0.1242,1,0.392801732,0.1625,1,0.560484052
1867,1,0,1,0.536450446,0,1,0.601749539
1868,1,0,1,0.939421058,0,1,0.709239244
1869,1,0,1,0.438982993,0,1,0.753030419
1870,1,0,1,0.353878379,0,1,0.699030638
1871,1,0,1,0.556829035,0,1,0.5368644
1872,1,0,1,0.65021956,0,1,0.578089058
1873,1,0,1,0.622024417,0,1,0.555813074
1874,1,0,1,0.764623284,0,1,0.538930714
1875,1,0,1,0.715029895,0,1,0.462965727
1876,1,0,1,0.372809708,0,1,0.360287905
1877,1,0,1,0.113940589,0,1,0.488380849
1878,1,0,1,0.056374628,0,1,0.599999964
1879,1,0,1,0.016238747,0,1,0.561654091
1880,1,0.1809,1,0.333949357,0.1937,1,0.482259929
1881,1,0.3869,1,0.144480377,0.4011,1,0.261952311
1882,1,0.5486,1,2.18E-05,0.5435,1,0.171321541
1883,1,0.673,1,0.000401923,0.6766,1,0.103632301
1884,1,0.688,1,0.009390152,0.6954,1,0.086341038
1885,1,0.6933,1,0.15701367,0.698,1,0.134537384
1886,1,0.6864,1,0.406255186,0.6964,1,0.17796576
1887,1,0.65,1,0.417066693,0.6672,1,0.189786106
1888,1,0.5134,1,0.336111903,0.5446,1,0.208149701
1889,1,0.3401,1,0.290232033,0.3849,1,0.401330531
1890,1,0.123,1,0.256617188,0.17,1,0.471578002
1891,1,0,1,0.407308728,0,1,0.758596778
1892,1,0,1,0.214790255,0,1,0.877489209
1893,1,0,1,0.390825689,0,1,0.815006971
1894,1,0,1,0.471649319,0,1,0.755335033
1895,1,0,1,0.307960331,0,1,0.65353626
1896,1,0,1,0.340681136,0,1,0.605977595
1897,1,0,1,0.290637463,0,1,0.56266588
1898,1,0,1,0.219434485,0,1,0.582483292
1899,1,0,1,0.292016774,0,1,0.645784974
1900,1,0,1,0.488625586,0,1,0.775624633
1901,1,0,1,0.340097755,0,1,0.69383806
1902,1,0,1,0.235136852,0,1,0.752719223
1903,1,0.0004,1,0.588210523,0,1,0.862523913
1904,1,0.1559,1,0.332647651,0.1358,1,0.737461805
1905,1,0.3681,1,0.093162946,0.3612,1,0.54701364
1906,1,0.5112,1,0.001849365,0.4843,1,0.360572845
1907,1,0.7546,1,0,0.723,1,0.313053399
1908,1,0.6648,1,0,0.6153,1,0.266081452
1909,1,0.6766,1,0.000464521,0.642,1,0.223596364
1910,1,0.6849,1,0.103742942,0.6483,1,0.218776628
1911,1,0.6482,1,0.370955497,0.6173,1,0.203460976
1912,1,0.5121,1,0.341479361,0.5187,1,0.224217921
1913,1,0.3377,1,0.444000244,0.3615,1,0.330130666
1914,1,0.1213,1,0.292105019,0.1552,1,0.519130349
1915,1,0,1,0.224894032,0,1,0.726869047
1916,1,0,1,0.31001246,0,1,0.743680954
1917,1,0,1,0.206186026,0,1,0.728035569
1918,1,0,1,0.352164268,0,1,0.608524561
1919,1,0,1,0.416088998,0,1,0.492403865
1920,1,0,1,0.530061185,0,1,0.513981462
1921,1,0,1,0.507622302,0,1,0.533729076
1922,1,0,1,0.678049803,0,1,0.674548864
1923,1,0,1,0.010443158,0,1,0.062698871
1924,1,0,1,0.427970886,0,1,0.841359735
1925,1,0,1,0.334010154,0,1,0.914813161
1926,1,0,1,0.451444775,0,1,0.974680662
1927,1,0.0008,1,0.351748496,0,1,0.978852689
1928,1,0.1746,1,0.381634384,0.157,1,0.922392011
1929,1,0.3796,1,0.204491615,0.3642,1,0.839634836
1930,1,0.555,1,0.022155629,0.5463,1,0.690602899
1931,1,0.6824,1,0.087142006,0.6775,1,0.606630445
1932,1,0.6979,1,0.034761738,0.6949,1,0.617718577
1933,1,0.6999,1,0.114951245,0.6981,1,0.573944688
1934,1,0.6953,1,0.093523912,0.6977,1,0.547802687
1935,1,0.6556,1,0.116833173,0.6681,1,0.769956887
1936,1,0.5221,1,0.247117937,0.5478,1,0.80558908
1937,1,0.3484,1,0.302383065,0.3858,1,0.87547338
1938,1,0.1274,1,0.435858846,0.1707,1,0.963667393
1939,1,0,1,0.296017647,0,1,0.995695174
1940,1,0,1,0.382669896,0,1,0.942333877
1941,1,0,1,0.432901084,0,1,0.954547882
1942,1,0,1,0.662971437,0,1,0.963854551
1943,1,0,1,0.961305439,0,1,0.918889642
1944,1,0,1,0.951534867,0,1,0.831322074
1945,1,0,1,0.68373543,0,1,0.881467462
1946,1,0,1,0.600812972,0,1,0.858075261
1947,1,0,1,0.814034224,0,1,0.935281634
1948,1,0,1,0.911757529,0,1,0.955151796
1949,1,0,1,0.600341201,0,1,0.945564926
1950,1,0,1,0.718456745,0,1,0.966163337
1951,1,0,1,0.47460106,0,1,0.964919329
1952,1,0.1287,1,0.611973166,0.1307,1,0.897765279
1953,1,0.2969,1,0.462337017,0.3218,1,0.894047737
1954,1,0.4366,1,0.286065727,0.4241,1,0.956014991
1955,1,0.5574,1,0.410449386,0.4843,1,0.987810135
1956,1,0.6471,1,0.18657057,0.5087,1,0.994437337
1957,1,0.6988,1,0.044284698,0.6118,1,0.996686101
1958,1,0.7057,1,0.004641407,0.6588,1,0.995325267
1959,1,0.6681,1,0.010756869,0.6495,1,0.998466611
1960,1,0.5204,1,0.062138144,0.4946,1,0.99398303
1961,1,0.3357,1,0.268422604,0.3379,1,0.999444008
1962,1,0.1217,1,0.549905419,0.1415,1,0.999931455
1963,1,0,1,0.59516722,0,1,0.999659896
1964,1,0,1,0.463209748,0,1,0.966383457
1965,1,0,1,0.327129066,0,1,0.997240305
1966,1,0,1,0.395001531,0,1,0.944750071
1967,1,0,1,0.458472908,0,1,0.916571379
1968,1,0,1,0.448081851,0,1,0.854930699
1969,1,0,1,0.686663628,0,1,0.823605299
1970,1,0,1,0.94721055,0,1,0.599495888
1971,1,0,1,0.968070626,0,1,0.448240101
1972,1,0,1,0.751041591,0,1,0.363844037
1973,1,0,1,0.725488186,0,1,0.316084772
1974,1,0,1,0.857096016,0,1,0.199303448
1975,1,0,1,0.570255101,0,1,0.130830407
1976,1,0.1681,1,0.35289073,0.2003,1,0.043213755
1977,1,0.3275,1,0.291729033,0.3963,1,0.095006242
1978,1,0.47,1,0.255962312,0.4968,1,0.191337913
1979,1,0.4264,1,0.155585855,0.4553,1,0.145866185
1980,1,0.4459,1,0.157079071,0.4639,1,0.17013973
1981,1,0.4834,1,0.132549644,0.4762,1,0.067343056
1982,1,0.6303,1,0.238282189,0.6118,1,0.06855081
1983,1,0.3922,1,0.239939079,0.4236,1,0.056210428
1984,1,0.3528,1,0.271274298,0.2969,1,0.087241471
1985,1,0.2192,1,0.236726984,0.2024,1,0.109862432
1986,1,0.0833,1,0.160334155,0.0789,1,0.181660235
1987,1,0,1,0.292999268,0,1,0.27242738
1988,1,0,1,0.401110888,0,1,0.286082685
1989,1,0,1,0.149256185,0,1,0.269473583
1990,1,0,1,0.163049132,0,1,0.340033472
1991,1,0,1,0.166977257,0,1,0.344270676
1992,1,0,1,0.205250561,0,1,0.205188617
1993,1,0,1,0.307979465,0,1,0.204994872
1994,1,0,1,0.422584713,0,1,0.256006956
1995,1,0,1,0.406198055,0,1,0.247988999
1996,1,0,1,0.361611843,0,1,0.211419225
1997,1,0,1,0.24808161,0,1,0.200011283
1998,1,0,1,0.122475065,0,1,0.178104073
1999,1,0,1,0.061104923,0,1,0.129664958
2000,1,0.0483,1,0.001909042,0.0107,1,0.224155784
2001,1,0.1379,1,0.030662451,0.1244,1,0.195972994
2002,1,0.2279,1,0.035824325,0.1986,1,0.191820532
2003,1,0.2641,1,0.026189856,0.2571,1,0.244714767
2004,1,0.2979,1,0.000577044,0.3222,1,0.256400168
2005,1,0.3468,1,0.000226538,0.3903,1,0.260348976
2006,1,0.3644,1,0.003640169,0.4114,1,0.264438897
2007,1,0.3465,1,0.009475692,0.4116,1,0.303551227
2008,1,0.324,1,0.039171852,0.3266,1,0.221615791
2009,1,0.2125,1,0.049333788,0.2253,1,0.249633402
2010,1,0.0673,1,0.006074722,0.0732,1,0.26829651
2011,1,0,1,0.0032244,0,1,0.258434594
2012,1,0,1,0.03518948,0,1,0.27804935
2013,1,0,1,0.186126143,0,1,0.306461513
2014,1,0,1,0.45455578,0,1,0.285110682
2015,1,0,1,0.378552973,0,1,0.393156409
2016,1,0,1,0.702663004,0,1,0.476771116
2017,1,0,1,0.852579296,0,1,0.487304091
2018,1,0,1,0.797943115,0,1,0.537947059
2019,1,0,1,0.723407269,0,1,0.525322258
2020,1,0,1,0.855060756,0,1,0.514870703
2021,1,0,1,0.766495049,0,1,0.637689829
2022,1,0,1,0.917808056,0,1,0.736771882
2023,1,0.0093,1,0.897461355,0.0024,1,0.86055696
2024,1,0.1704,1,0.778992474,0.1838,1,0.971676111
2025,1,0.328,1,0.896172822,0.3654,1,0.995107532
2026,1,0.4703,1,1,0.5204,1,0.998193145
2027,1,0.6274,1,1,0.692,1,1
2028,1,0.7216,1,1,0.7504,1,1
2029,1,0.7561,1,1,0.7711,1,1
2030,1,0.7595,1,1,0.773,1,1
2031,1,0.7269,1,1,0.7412,1,1
2032,1,0.5849,1,1,0.6155,1,1
2033,1,0.3979,1,1,0.4425,1,1
2034,1,0.1641,1,1,0.2161,1,1
2035,1,0,1,1,0.0076,1,1
2036,1,0,1,1,0,1,1
2037,1,0,1,1,0,1,1
2038,1,0,1,1,0,1,1
2039,1,0,1,0.984032452,0,1,1
2040,1,0,1,0.991840005,0,1,1
2041,1,0,1,0.999139071,0,1,1
2042,1,0,1,0.999326229,0,1,1
2043,1,0,1,0.989499927,0,1,1
2044,1,0,1,0.999794304,0,1,1
2045,1,0,1,0.998307705,0,1,1
2046,1,0,1,0.992375493,0,1,0.999821901
2047,1,0.0322,1,0.980406642,0.0473,1,1
2048,1,0.2371,1,0.999647796,0.2558,1,1
2049,1,0.4628,1,1,0.4783,1,1
2050,1,0.6346,1,1,0.6419,1,1
2051,1,0.8577,1,1,0.8593,1,0.999952912
2052,1,0.7819,1,1,0.7843,1,0.999069452
2053,1,0.7841,1,0.997413874,0.7864,1,0.99682343
2054,1,0.778,1,0.889047742,0.7818,1,0.994352698
2055,1,0.7305,1,0.884335041,0.749,1,0.983014345
2056,1,0.5829,1,0.878349721,0.6151,1,0.968489766
2057,1,0.3959,1,0.795663357,0.4406,1,0.95810771
2058,1,0.1617,1,0.811115444,0.2144,1,0.951675594
2059,1,0.002,1,0.258717716,0.0139,1,0.917614579
2060,1,0,1,0.267320901,0,1,0.747226477
2061,1,0,1,0.17149435,0,1,0.743958235
2062,1,0,1,0.122640364,0,1,0.664900959
2063,1,0,1,0.021122465,0,1,0.519724309
2064,1,0,1,0.099507339,0,1,0.433110118
2065,1,0,1,0.166391268,0,1,0.385191858
2066,1,0,1,0.521043241,0,1,0.301437497
2067,1,0,1,0.837817073,0,1,0.131068543
2068,1,0,1,0.673360586,0,1,0.10847123
2069,1,0,1,0.089788079,0,1,0.110736042
2070,1,0,1,0.089486092,0,1,0.135487199
2071,1,0.0062,1,0.343248814,0.0214,1,0.200717673
2072,1,0.1823,1,0.178686649,0.1952,1,0.271656543
2073,1,0.3468,1,0.598292649,0.4136,1,0.327603728
2074,1,0.4701,1,0.685672641,0.4593,1,0.309224546
2075,1,0.5805,1,0.437297285,0.4825,1,0.410252959
2076,1,0.4333,1,0.375626296,0.3521,1,0.403166413
2077,1,0.3946,1,0.138225913,0.3159,1,0.420478642
2078,1,0.4064,1,0.159168631,0.5105,1,0.533952713
2079,1,0.471,1,0.232613146,0.5995,1,0.48210305
2080,1,0.4242,1,0.269608974,0.4973,1,0.42041105
2081,1,0.3109,1,0.433558702,0.3863,1,0.530856133
2082,1,0.1233,1,0.176054463,0.1823,1,0.47797209
2083,1,0,1,0.099776924,0,1,0.482055038
2084,1,0,1,0.024232212,0,1,0.544486523
2085,1,0,1,0.010666513,0,1,0.513719082
2086,1,0,1,0.084635921,0,1,0.412986219
2087,1,0,1,0.137772456,0,1,0.355791032
2088,1,0,1,0.780260384,0,1,0.315356672
2089,1,0,1,0.918155015,0,1,0.268459976
2090,1,0,1,0.988091588,0,1,0.303658426
2091,1,0,1,0.996267676,0,1,0.330027223
2092,1,0,1,0.998215854,0,1,0.32130903
2093,1,0,1,1,0,1,0.318246812
2094,1,0,1,0.971673012,0,1,0.383813441
2095,1,0.0003,1,0.964759111,0.0086,1,0.363850176
2096,1,0.1554,1,0.619487166,0.1543,1,0.267551601
2097,1,0.3028,1,0.931196034,0.2992,1,0.152889952
2098,1,0.3862,1,0.998134136,0.4224,1,0.27738148
2099,1,0.422,1,0.945727885,0.4196,1,0.233413398
2100,1,0.4326,1,0.936696768,0.4247,1,0.174914777
2101,1,0.4121,1,0.942874849,0.4602,1,0.150560528
2102,1,0.4057,1,0.922583699,0.4552,1,0.17640771
2103,1,0.4261,1,0.95099771,0.4655,1,0.344275653
2104,1,0.3988,1,0.962947547,0.4156,1,0.484949529
2105,1,0.2941,1,0.995479226,0.3156,1,0.419991344
2106,1,0.1285,1,0.99674952,0.1611,1,0.510480404
2107,1,0,1,0.869486749,0,1,0.577740788
2108,1,0,1,0.868167937,0,1,0.789268494
2109,1,0,1,0.883054256,0,1,0.788100719
2110,1,0,1,0.151461393,0,1,0.735628247
2111,1,0,1,0.164869457,0,1,0.863365293
2112,1,0,1,0.466266364,0,1,0.907729566
2113,1,0,1,0.592694283,0,1,0.889083982
2114,1,0,1,0.450009376,0,1,0.888404012
2115,1,0,1,0.290970713,0,1,0.872890592
2116,1,0,1,0.20091112,0,1,0.902803659
2117,1,0,1,0.808302581,0,1,0.94507432
2118,1,0,1,0.572936416,0,1,0.976426005
2119,1,0.0348,1,0.532757521,0.0441,1,0.983393967
2120,1,0.2341,1,0.454101712,0.2563,1,0.992747724
2121,1,0.4473,1,0.985007107,0.4724,1,0.945454359
2122,1,0.6206,1,0.997929454,0.6332,1,0.960593581
2123,1,0.7471,1,0.830399454,0.7473,1,0.97049582
2124,1,0.7657,1,0.762485087,0.7719,1,0.960268617
2125,1,0.7661,1,0.392786503,0.7706,1,0.975355148
2126,1,0.7566,1,0.232597366,0.7614,1,0.988254905
2127,1,0.7129,1,0.075443029,0.7266,1,0.975831509
2128,1,0.5686,1,0.041244794,0.5963,1,0.912055016
2129,1,0.3842,1,0.066162407,0.4179,1,0.875450015
2130,1,0.1565,1,0.026785448,0.2005,1,0.716716647
2131,1,0.0002,1,0.003505862,0.0016,1,0.611749649
2132,1,0,1,0.017187972,0,1,0.640129387
2133,1,0,1,0.144890472,0,1,0.677114367
2134,1,0,1,0.35516566,0,1,0.673662007
2135,1,0,1,0.339657456,0,1,0.63289541
2136,1,0,1,0.185523272,0,1,0.528594196
2137,1,0,1,0.238949671,0,1,0.539379835
2138,1,0,1,0.269634247,0,1,0.548502028
2139,1,0,1,0.179665938,0,1,0.496563256
2140,1,0,1,0.179900318,0,1,0.486567646
2141,1,0,1,0.086960815,0,1,0.438115418
2142,1,0,1,0.150634795,0,1,0.351016194
2143,1,0.0002,1,0.087278418,0,1,0.314044803
2144,1,0.0882,1,0.123460233,0.0678,1,0.286383927
2145,1,0.2562,1,0.141507059,0.2867,1,0.072176926
2146,1,0.3786,1,0.160516262,0.3682,1,0.010060212
2147,1,0.4047,1,0.340476304,0.4194,1,0.034284897
2148,1,0.4264,1,0.360727668,0.421,1,0.068844147
2149,1,0.4633,1,0.513843179,0.4735,1,0.039966512
2150,1,0.4704,1,0.312758833,0.4678,1,0.103834927
2151,1,0.4735,1,0.146395251,0.4481,1,0.100924522
