Time_Index,ng,coal,biomass,uranium,ng_ccs,h2,None
1380,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1381,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1382,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1383,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1384,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1385,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1386,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1387,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1388,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1389,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1390,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1391,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1392,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1393,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1394,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1395,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1396,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1397,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1398,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1399,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1400,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1401,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1402,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1403,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1404,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1405,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1406,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1407,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1408,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1409,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1410,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1411,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1412,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1413,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1414,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1415,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1416,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1417,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1418,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1419,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1420,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1421,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1422,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1423,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1424,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1425,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1426,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1427,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1428,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1429,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1430,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1431,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1432,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1433,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1434,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1435,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1436,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1437,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1438,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1439,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1440,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1441,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1442,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1443,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1444,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1445,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1446,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1447,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1448,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1449,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1450,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1451,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1452,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1453,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1454,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1455,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1456,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1457,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1458,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1459,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1460,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1461,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1462,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1463,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1464,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1465,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1466,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1467,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1468,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1469,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1470,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1471,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1472,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1473,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1474,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1475,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1476,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1477,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1478,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1479,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1480,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1481,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1482,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1483,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1484,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1485,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1486,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1487,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1488,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1489,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1490,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1491,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1492,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1493,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1494,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1495,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1496,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1497,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1498,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1499,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1500,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1501,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1502,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1503,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1504,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1505,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1506,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1507,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1508,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1509,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1510,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1511,3.6,1.95,1.02,0.66,4.1,20.0,0.0
1512,3.6,1.95,1.02,0.66,4.1,20.0,0.0
