,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t285,18939.388768978966,465.2320204164706,-3.699226402475694e-7,0.0,-0.0,1814.849998117624,7.05199055442215e-10,3041.7479529252214,-63.21874006912853,-24198.0,24637.130828386213,254.7546487365301,-3.8200652721711436e-7,0.0,-0.0,304.8629800554232,6.936649290861097e-10,9007.582474944651,-246.3309317416383,-33958.0,10900.514957458927,4.9381523446622656e-5,-3.4654961672005246e-7,0.0,-0.0,1076.324995625125,6.990977072149813e-10,2423.512219080193,-49.35222119978957,-14351.0,38974.12053863787,183.20541371537914,-3.9802364585745987e-7,0.0,-0.0,1.342137428196749e-6,6.819805166463147e-10,-10419.613908166406,-234.71204513158978,-28503.0,30248.236418466055,3.6400213377330464e-5,-3.380088502050705e-7,0.0,-0.0,4.62391427369669e-6,6.917705752893049e-10,-1889.4123307587313,-43.8241283940684,-28315.0,16726.392892102827,9.434863213719752e-6,-2.629163900850266e-7,0.0,-0.0,2.540672240511604e-6,6.861158640687796e-10,-2163.816408024928,-41.57649579109297,-14521.0
t286,18309.226944400016,1.585360571485349e-7,-5.763494181075934e-7,0.0,-0.0,9.701890388269504e-8,5.212443267990986e-10,4529.156109193824,-87.38305327362505,-22751.0,24541.955614289807,1.6400151897116485e-7,-5.901307292202809e-7,0.0,-0.0,9.482062582335217e-8,5.163660537641229e-10,7666.850783272205,-280.80639723132623,-31928.0,10414.592377052833,1.575289798098565e-7,-6.334238424545681e-7,0.0,-0.0,9.163780811569763e-8,5.115318567706799e-10,3047.7932811184187,-111.38565778736483,-13351.0,38593.99314622593,1.1326408266407768e-7,-3.9642952948352045e-6,0.0,-0.0,6.340945536267466e-8,4.3939760330306026e-10,-11867.999997461577,-271.9931449770596,-26454.0,27352.134760431916,1.7051427840864836e-7,-5.942511634464435e-7,0.0,-0.0,9.399107802891669e-8,5.167979554912521e-10,-581.9443097333539,-58.190450369304145,-26712.0,16486.40447846203,1.772266680369095e-7,-6.266592297303828e-7,0.0,-0.0,8.946119459850865e-8,5.063557584205344e-10,-2793.8558663895155,-82.54861171301773,-13610.0
t287,16699.25912074548,3.1898526697669946e-7,-4.544068460796538e-5,0.0,-0.0,5.99156538635066e-8,4.2594481475336325e-10,4047.3624352624443,-70.62151094659939,-20676.0,22604.204787016606,3.2717824945807457e-7,-8.08677203813166e-5,0.0,-0.0,5.956558738355598e-8,4.233724596176644e-10,6705.511702031282,-293.71640856740675,-29016.0,9758.023578165376,3.427624963110588e-7,-0.00010438981583430597,0.0,-0.0,5.9560403366076514e-8,4.2408875940223657e-10,2653.1925123921537,-60.21598657030177,-12351.0,35370.67433263009,1.6097165986709349e-6,-8.557435537884616e-5,0.0,-0.0,5.9349016914791986e-8,4.2390732634035986e-10,-10640.039945257255,-239.63430346789016,-24491.0,24723.822956848304,3.2521795899376346e-7,-2.8985230748231508e-5,0.0,-0.0,5.974479659206255e-8,4.2563554332099303e-10,-218.46168410284585,-7.361244145520334,-24498.0,15484.515037463752,3.2654294045272453e-7,-9.208555420081634e-6,0.0,-0.0,5.937251081937828e-8,4.224368160922809e-10,-2547.5650203257796,-48.95000831574767,-12888.0
t288,16213.80568327648,4.852293861446334e-6,-320.7317718498152,0.0,-0.0,5.959694142440385e-8,4.24700788815254e-10,2940.415327739067,-49.489244078095766,-18784.0,22454.219798001057,6.758983899535083e-6,-2.9100880653663928e-5,0.0,-0.0,5.948371446220094e-8,4.2310492646315164e-10,4113.836264308218,-207.05604002733952,-26361.0,9341.685389130997,4.8459568194860606e-6,-0.00020521929226782125,0.0,-0.0,5.94103639179481e-8,4.233711583928652e-10,2235.327353173584,-57.01254199093483,-11520.0,30362.818093288988,7.1618023018036415e-6,-2.8921079378356142e-5,0.0,-0.0,5.930180760283993e-8,4.2349491469769586e-10,-7054.251265206281,-157.56680638305647,-23151.0,21845.584894335243,3.652398532305456e-6,-2.1374754022397877e-5,0.0,-0.0,5.958533837065805e-8,4.249357092663734e-10,364.4739528485484,-7.058829521355101,-22203.0,15140.7553408442,1.9757375197672376e-6,-5.864396085797099e-6,0.0,-0.0,5.924304027463927e-8,4.2185626004667105e-10,-2599.801632863135,-49.95370415192009,-12491.0
t289,15441.988940492156,5.5905084195752135e-6,-249.0611979153768,0.0,-0.0,5.9580634395109316e-8,4.245261418749396e-10,2132.971658438029,-35.89940666540433,-17290.0,21921.942300235616,8.29526535488227e-6,-1.829172119871877e-5,0.0,-0.0,5.946483481353803e-8,4.2300415019714725e-10,2540.1389171056444,-198.08120740472663,-24264.0,8787.709402942297,6.469495834213751e-6,-2.6735622350314808e-5,0.0,-0.0,5.957183343888425e-8,4.2388902676680275e-10,2323.9225941506634,-90.63197688667317,-11021.0,28562.74434550231,8.742959906080704e-6,-1.8683366471430297e-5,0.0,-0.0,5.9288507085573496e-8,4.2322041061829526e-10,-6397.225273865769,-148.51906175576374,-22017.0,19152.813046446314,5.068036822348682e-6,-1.1149719536442005e-5,0.0,-0.0,5.975438619229465e-8,4.2535632304600587e-10,1970.1023234125998,-54.91536383731989,-21068.0,14862.289582994856,2.7203113646205047e-6,-4.233733054475518e-6,0.0,-0.0,5.9402257773066395e-8,4.224394303493099e-10,-2569.910219241168,-49.37936229993631,-12243.0
t290,14523.074118870258,5.609660148629709e-6,-221.3923836939726,0.0,-0.0,5.957833760810306e-8,4.2435682890108033e-10,2154.5813728446274,-36.26311369060632,-16420.0,21308.956328477394,1.0248747062187911e-5,-1.361011906404919e-5,0.0,-0.0,5.945905859710203e-8,4.229023941877767e-10,2020.7063880187613,-286.6627131946919,-23043.0,8378.104189616699,6.158857037142195e-6,-3.303159704296933e-5,0.0,-0.0,5.9575287342493634e-8,4.2381151302565557e-10,2389.0292318133115,-87.13339461710804,-10680.0,29055.883545844277,1.078691987991839e-5,-1.4035269500774082e-5,0.0,-0.0,5.9284205759199786e-8,4.230531626984017e-10,-7590.706371490319,-175.1771711652424,-21290.0,16785.78919145211,4.950254247696962e-6,-1.1908517370717664e-5,0.0,-0.0,5.97589254027947e-8,4.252583487618726e-10,3538.3016836331935,-114.09086818707841,-20210.0,14593.177271822802,2.888307384489698e-6,-4.049763559038561e-6,0.0,-0.0,5.940718542233327e-8,4.224087853874545e-10,-2511.912304819576,-48.26496590144701,-12033.0
t291,13899.152018632234,5.615915805460737e-6,-57.40884459710221,0.0,-0.0,5.958455834389995e-8,4.2436124679709867e-10,2022.7677592062098,-97.5109389172772,-15767.0,21290.135515606344,1.3229860156083736e-5,-1.0849815225842269e-5,0.0,-0.0,5.9455618995971274e-8,4.2284718402424107e-10,1171.2193027381034,-335.35482078441106,-22126.0,8174.736771581484,5.740273672539932e-6,-4.633545720881475e-5,0.0,-0.0,5.960943855319807e-8,4.239115078502115e-10,2403.141174888308,-112.87790593448891,-10465.0,29451.399390393522,1.3915869801702937e-5,-1.1239541298793071e-5,0.0,-0.0,5.928195437449144e-8,4.2292943118874214e-10,-8377.644822031198,-192.75457109829256,-20881.0,13927.516338878946,4.349619959179072e-6,-1.569346049450136e-5,0.0,-0.0,5.979803946017869e-8,4.2538235989493266e-10,5966.785830731293,-170.3021583264715,-19724.0,15076.491654402944,2.8626565435756937e-6,-4.133884673258214e-6,0.0,-0.0,5.9436448157764136e-8,4.2249475096847663e-10,-3186.269245532715,-61.22240765870929,-11829.0
t292,13861.609437916117,7.233235390684316e-6,-1.3733177530293108e-5,0.0,-0.0,6.057510654524519e-8,4.282063997353264e-10,1657.0489116904175,-108.65834316760676,-15410.0,20783.862712879352,1.899208161634471e-5,-8.86370266894153e-6,0.0,-0.0,5.946253711691879e-8,4.228044681424177e-10,1218.337117045911,-409.199840113667,-21593.0,7789.011331731433,6.693814084435473e-6,-1.2507132336607188e-5,0.0,-0.0,6.061428187792973e-8,4.2788202084284765e-10,2950.476469003497,-205.48779498249797,-10534.0,31743.81987408535,1.994588827398965e-5,-9.221792279228265e-6,0.0,-0.0,5.928830414860773e-8,4.22870541069793e-10,-10501.454085176876,-241.36579969220043,-21001.0,11686.032899945967,4.724640923680633e-6,-9.278747727266175e-6,0.0,-0.0,6.085169937019832e-8,4.296144341800094e-10,8215.474561684092,-215.50745713711703,-19686.0,15521.423602135043,2.5694927949253005e-6,-4.740491461081048e-6,0.0,-0.0,5.949111109516667e-8,4.2269998047716665e-10,-3539.882974247041,-94.54062577675398,-11887.0
t293,13937.641899440807,99.03740063939567,-1.7841707027139302e-6,0.0,-0.0,7.27807926605434e-8,4.684047077097017e-10,950.3701622570273,-125.04946062634626,-14862.0,20677.18041147428,3.8284216579665993e-5,-7.047248226966316e-6,0.0,-0.0,5.946135920391129e-8,4.227526661988598e-10,379.27780729077386,-390.45825006191626,-20666.0,7941.63860888383,2.5427363594050544e-5,-1.8350179670663407e-6,0.0,-0.0,7.296148710408846e-8,4.685699465083069e-10,3144.0992387209944,-201.7378712704527,-10884.0,31389.20911067022,4.0387223940591864e-5,-7.3251533963434275e-6,0.0,-0.0,5.9292658957232784e-8,4.2283954717080446e-10,-9716.277794876998,-223.93134891492844,-21449.0,11881.618044694205,1.5176406643135243e-5,-1.6019341337248822e-6,0.0,-0.0,7.387719494251796e-8,4.718865324491064e-10,8728.530593257741,-228.1486516006642,-20382.0,15840.847770023283,4.5715653162629135e-6,-2.49635336618724e-6,0.0,-0.0,6.089752836536565e-8,4.282775115508385e-10,-3486.000006649539,-95.84776551013532,-12259.0
t294,13782.880165955092,619.2127518118261,-1.6140285418695371e-6,0.0,-0.0,7.312378365505439e-8,4.693180435678763e-10,-1.710584429659434e-5,-147.09289912094968,-14255.0,19471.755223165837,1.3026883371675475e-5,-1.1163983224933747e-5,0.0,-0.0,5.9085345083055945e-8,4.210450538593692e-10,799.0799060785605,-399.83513116685094,-19871.0,8457.08285404806,0.0003089504703560263,-1.2757509887059816e-6,0.0,-0.0,7.410399330210435e-8,4.715648361523967e-10,3084.8031086338656,-202.8862704310118,-11339.0,31896.388124105197,1.369047948465847e-5,-1.1540570678427192e-5,0.0,-0.0,5.8933757028897894e-8,4.2068404595540996e-10,-10136.079896266767,-233.3082300475878,-21527.0,11943.143538936336,4.6690655880381475e-5,-9.528954018671663e-7,0.0,-0.0,7.509436773369711e-8,4.750610750381834e-10,9738.196903147465,-251.34048789700364,-21430.0,16097.847766130662,5.832004040558849e-6,-1.9963669169927424e-6,0.0,-0.0,6.121098372919593e-8,4.2888701850377484e-10,-3486.0000044872795,-95.8477655404522,-12516.0
t295,12844.010165405936,5.829545236492057e-7,-3.227944458816726e-5,0.0,-0.0,5.938685196079742e-8,4.228978285728948e-10,1360.525935869321,-115.53606963877314,-14089.0,18038.00707988497,7.465486351791846e-6,-4.368900098333903e-5,0.0,-0.0,5.865984576470428e-8,4.1898969200915624e-10,2183.756827553828,-430.76387127535236,-19791.0,8627.965361385026,5.668504760458413e-7,-3.0108849975880444e-5,0.0,-0.0,5.943979603966276e-8,4.2266180604170147e-10,3267.6940206809627,-164.65935258350282,-11731.0,33446.99375107813,7.779471324772311e-6,-4.5281265086845055e-5,0.0,-0.0,5.8517276925527175e-8,4.180726793523621e-10,-11520.756743127646,-264.2369705075227,-21662.0,15681.050218829796,5.692523883557037e-7,-1.9319784201065016e-5,0.0,-0.0,5.962457343254512e-8,4.2392325609827887e-10,7295.780304924414,-198.8305050634986,-22778.0,15227.574349365717,2.2531486931322134e-6,-4.7754557580379e-6,0.0,-0.0,5.926535623315431e-8,4.2126761331020635e-10,-2587.000345900881,-78.57400100206638,-12562.0
t296,11978.74926334273,5.196894552842427e-6,-250.70861003443352,0.0,-0.0,5.897340260451264e-8,4.212531776532471e-10,2736.578448267333,-83.61910683232752,-14381.0,19821.292443781993,1.0388193007833946e-5,-2.151838469043201e-5,0.0,-0.0,5.863842832707776e-8,4.188886501883005e-10,898.7694012881379,-402.06183399903296,-20318.0,9985.69016781059,4.768560956371545e-6,-0.00014427340141091999,0.0,-0.0,5.902141778770398e-8,4.2107294427403803e-10,2594.0759136205697,-146.76594198550637,-12433.0,32536.304150831904,1.103835210617778e-5,-2.1807183013975827e-5,0.0,-0.0,5.8507420634127276e-8,4.181433146068751e-10,-10235.769206220597,-235.53493390129543,-22065.0,18621.006225503676,3.5743427608572854e-6,-2.1303193726989802e-5,0.0,-0.0,5.918706056886998e-8,4.222615574625058e-10,5791.422423823755,-164.42863165802385,-24248.0,14615.242484106237,2.476009806453374e-6,-4.834468350289917e-6,0.0,-0.0,5.8869551087963825e-8,4.197596401093819e-10,-1785.0769807791971,-63.16550102772539,-12767.0
t297,12359.174091243192,6.564438003492484e-6,-357.989951506612,0.0,-0.0,5.896996254502319e-8,4.214219783499302e-10,3170.3732717925373,-73.55741815297972,-15098.0,19908.78108890762,7.318087608516171e-6,-276.2004761965877,0.0,-0.0,5.838291701359279e-8,4.178927214843266e-10,2172.9416790014125,-430.5222990893646,-21375.0,11809.691544872547,6.109191470450549e-6,-8.503636006319427e-5,0.0,-0.0,5.901880781988887e-8,4.2121166103252157e-10,1468.5827533191261,-174.27421932374443,-13104.0,34889.96436074939,7.70352388083751e-6,-161.02739241131624,0.0,-0.0,5.825225625032948e-8,4.171642620188082e-10,-11509.941577700094,-263.9953984001115,-22955.0,19113.895087679586,4.811264218992779e-6,-1.4492806636513756e-5,0.0,-0.0,5.91883954765393e-8,4.225105165097776e-10,6631.136112664176,-179.03119072171629,-25566.0,14964.101770774121,2.883190618345391e-6,-4.249798273078319e-6,0.0,-0.0,5.886376676613282e-8,4.1977375140352046e-10,-1933.0922390771584,-66.00953038953327,-12965.0
t298,14274.749496270388,6.604354935564514e-6,-119.31585856887901,0.0,-0.0,5.89749031739967e-8,4.214678499761944e-10,2072.5864790187575,-99.02012338404062,-16129.000000000002,21066.823601327324,8.035453325482111e-6,-230.90978228468063,0.0,-0.0,5.838783656732438e-8,4.179626517325007e-10,2445.7009406405796,-436.6147677775305,-22845.0,12378.055010979548,6.306760087543474e-6,-7.66023130735482e-5,0.0,-0.0,5.902902720007562e-8,4.212830189759225e-10,1491.1746609277338,-157.22960167097813,-13712.0,36312.91536697215,8.289646977624367e-6,-239.12666784427176,0.0,-0.0,5.823721537926612e-8,4.1714546133342424e-10,-11782.700840378739,-270.0878670974585,-24021.0,19628.82936393335,5.287367938803658e-6,-1.2960267389319058e-5,0.0,-0.0,5.920131280138433e-8,4.227108315178468e-10,7275.890588453262,-195.71994477322215,-26709.0,14897.390693645228,3.007000751573447e-6,-4.133709574847212e-6,0.0,-0.0,5.8871095218964084e-8,4.1982384837172964e-10,-1502.6518286615926,-57.73886391608457,-13337.0
t299,17825.407651111247,6.629729829710523e-6,-120.57976230628333,0.0,-0.0,5.898754780810146e-8,4.2143113268282257e-10,-52.620643150033345,-146.20725234410904,-17506.0,22213.027386336515,1.4340884227494567e-5,-1.5064039813951755e-5,0.0,-0.0,5.888376376207739e-8,4.199553388010685e-10,2987.3841291766844,-426.4115148494025,-24774.0,13258.965763965885,6.592842296246883e-6,-5.3325955271117324e-5,0.0,-0.0,5.90917275676799e-8,4.215568801380412e-10,1153.7725642678524,-146.73828155998714,-14266.0,37364.99304011026,1.6637018952184484e-5,-1.6644150789065237e-5,0.0,-0.0,5.8504620135263285e-8,4.183099273944955e-10,-11867.99989682404,-271.99314333794604,-25225.0,18507.13082865807,5.4500264559335254e-6,-1.2498294323954578e-5,0.0,-0.0,5.927148684440468e-8,4.229411222163419e-10,9334.389052196204,-243.51987386556146,-27598.0,15216.668473233194,2.99495614767126e-6,-4.178397913422836e-6,0.0,-0.0,5.892670215269295e-8,4.200613995392735e-10,-1554.9252056666685,-58.74326644230979,-13603.0
t300,18792.97379086517,8.348218406285128e-6,-2.682807674720753e-5,0.0,-0.0,5.9235535152136695e-8,4.2247807292291213e-10,184.8320197026303,-142.8057921476104,-18835.0,23855.517044167267,1.1372432406359403e-5,-1.7128156394250885e-5,0.0,-0.0,5.907754706347439e-8,4.20689420378958e-10,3228.6123828086093,-419.12942127972394,-26665.0,15196.746133963377,7.670541961358078e-6,-2.2331104474870866e-5,0.0,-0.0,5.929865022221238e-8,4.224242300057491e-10,-277.08523777092586,-133.6608815914267,-14786.0,38406.99308207749,1.4860879739059273e-5,-1.8552523553445634e-5,0.0,-0.0,5.851760516931413e-8,4.1842441621687673e-10,-11867.999934425681,-271.99314401906355,-26267.0,19114.178096056447,5.850710634259326e-6,-1.0553514730502948e-5,0.0,-0.0,5.9488157077376423e-8,4.238471147772623e-10,9588.556862866139,-247.7349542795512,-28455.0,14976.247514916011,3.012960379305497e-6,-4.110434242518804e-6,0.0,-0.0,5.912397813395852e-8,4.208810765111909e-10,-856.9160931807717,-45.33142069716767,-14074.0
t301,20123.94358952536,5.724017474397919e-5,-6.801072904157576e-6,0.0,-0.0,5.985978570819027e-8,4.250421430743755e-10,326.5744954552896,-139.51813548011657,-20311.0,25972.76199233657,4.631440678445515e-5,-7.323991893573524e-6,0.0,-0.0,5.967564784825138e-8,4.230747277266136e-10,3235.1847077201046,-418.94673910726897,-28789.0,15778.76636639319,3.5546984143376555e-5,-6.424390175486269e-6,0.0,-0.0,5.992875361491304e-8,4.2497833851409846e-10,-308.3012821333737,-168.46511344258192,-15302.0,39569.9931213598,1.3277086837161644e-5,-2.1169892529693385e-5,0.0,-0.0,5.85242560599739e-8,4.185637159036968e-10,-11867.999968948887,-271.9931445772075,-27430.0,19074.330981513966,1.1854352733082557e-5,-5.140554056955996e-6,0.0,-0.0,6.015053743368759e-8,4.2660993395633734e-10,10365.916714218529,-262.24770250672265,-29178.0,16430.892596896967,3.7948470067195804e-6,-3.118578269880272e-6,0.0,-0.0,5.972348211940417e-8,4.23308407029066e-10,-1751.3746663116633,-62.51793132157679,-14617.0
t302,20680.922756444666,6.438747422340417e-6,-8.300747765317853e-5,0.0,-0.0,5.939327344934388e-8,4.2316966405212847e-10,1475.5013292991862,-46.42400923496136,-22110.0,26175.583272590455,6.869514022800124e-6,-6.279875639267732e-5,0.0,-0.0,5.928718729213222e-8,4.2140533630744333e-10,5591.082496299082,-371.665713020098,-31395.0,17082.705388030125,5.955181905249592e-6,-5.245490383629953e-5,0.0,-0.0,5.943645427053165e-8,4.2302327268925153e-10,-1244.1846460516526,-130.52069553842992,-15708.0,40758.99310573329,1.1963649429186291e-5,-2.482135352660546e-5,0.0,-0.0,5.8529904923903653e-8,4.1870685755968884e-10,-11867.999948679753,-271.9931442547305,-28619.0,22831.79652481826,4.3459296786444934e-6,-1.7054185266003036e-5,0.0,-0.0,5.962925473295458e-8,4.24640251969e-10,7194.274216532831,-190.0707287027546,-29836.0,16084.610821374372,2.523404684847012e-6,-4.906471364946789e-6,0.0,-0.0,5.925420315091325e-8,4.2145046129883797e-10,-1148.6734473996926,-50.93737165119483,-14885.0
t303,21322.197340039897,2.030294279810431e-5,-6.846776582773497e-6,0.0,-0.0,6.053546029834166e-8,4.2771701405370035e-10,2748.054321629113,-46.25167518617745,-24024.0,27415.52290153801,2.098415911185121e-5,-7.064014528922379e-6,0.0,-0.0,6.03907681165129e-8,4.2568252151021175e-10,7028.47941634406,-305.00233186313193,-34139.0,17938.443718556486,6.178491984998851e-5,-5.282896263545376e-6,0.0,-0.0,6.053104581332795e-8,4.2738352317645554e-10,-1889.7928367164366,-153.65093840286963,-15895.0,41762.9931442175,1.0803110395970487e-5,-3.055856512964434e-5,0.0,-0.0,5.8537751857286924e-8,4.1883923715496693e-10,-11867.999979784598,-271.99314473630756,-29623.0,24826.02900494536,1.4639799141639537e-5,-4.263089526405878e-6,0.0,-0.0,6.077592683834515e-8,4.292329511055812e-10,5405.365552184992,-116.3945675681588,-30115.0,16542.336132492645,4.030720051261686e-6,-2.8353870690830007e-6,0.0,-0.0,6.03031307141676e-8,4.256705660570797e-10,-1424.106473657131,-56.22966009147713,-15062.0
t304,21912.17474143878,1.1410687986936077e-5,-8.66041971730454e-6,0.0,-0.0,6.059478323135277e-8,4.2793541662934436e-10,3833.716602925361,-71.89134717546376,-25674.0,28962.89963883753,1.1773602298533336e-5,-8.938661767887516e-6,0.0,-0.0,6.045440390970044e-8,4.2578837362198134e-10,7767.217521758045,-279.11716349150873,-36451.0,17220.219740993758,8.83865658356117e-6,-1.0597186082058684e-5,0.0,-0.0,6.018999706624111e-8,4.260731192583787e-10,-1128.054165880254,-127.1655734154225,-15965.0,42265.993153703756,9.694333880972131e-6,-4.190215416859724e-5,0.0,-0.0,5.855144846858699e-8,4.189869871471148e-10,-11867.999976864636,-271.99314469016906,-30126.0,28002.79859794314,5.9695524932271886e-6,-7.557455920492297e-6,0.0,-0.0,6.041078585900871e-8,4.279315520679405e-10,2501.7876576392428,-92.58625405521828,-30412.0,16462.797894684347,2.922518903568383e-6,-3.8004283256544454e-6,0.0,-0.0,5.997572661322526e-8,4.2438987638034755e-10,-1106.6676395777583,-50.13025428895742,-15306.0
t305,22194.42376841154,7.795315485835748e-6,-1.2323412625283112e-5,0.0,-0.0,6.060779421990974e-8,4.2794175007527464e-10,4373.253311441676,-91.67707538619122,-26476.0,28581.064789771735,8.050107569175692e-6,-1.2700260642140382e-5,0.0,-0.0,6.047622574335135e-8,4.259166035198612e-10,8909.821556371095,-259.88634155370124,-37231.0,15927.91892318349,8.265066114650075e-6,-1.1401659241112698e-5,0.0,-0.0,6.01985109384494e-8,4.2612329046855997e-10,-144.32207064333213,-97.59684946400154,-15686.0,42133.99319506587,8.592890004553212e-6,-8.246588042077161e-5,0.0,-0.0,5.858392455781347e-8,4.1917576229265047e-10,-11867.999976566192,-271.9931446855766,-29994.0,30780.938125155863,5.5567137064463254e-6,-8.217601831913367e-6,0.0,-0.0,6.041516281665035e-8,4.279742527415499e-10,-436.66654712822117,-107.27157542749949,-30237.0,16372.979033963276,2.7168130431539694e-6,-4.149371339624228e-6,0.0,-0.0,5.998221221110593e-8,4.2438504827368124e-10,-834.0862734750242,-44.89275911605071,-15494.0
t306,21261.44906862306,5.40427378386577e-6,-3.175236801214543e-5,0.0,-0.0,6.058624967022575e-8,4.2784873882373836e-10,4901.197092662553,-106.6461349985676,-26056.0,26119.794148532117,5.579534712727075e-6,-3.265561548662707e-5,0.0,-0.0,6.047886807768696e-8,4.260575656606816e-10,10737.802976081888,-291.5970975989354,-36566.0,15167.89994358746,5.004628568459262e-6,-8.051466993375815e-5,0.0,-0.0,5.994418499988691e-8,4.250760786170319e-10,275.7268083007883,-91.62667643832512,-15352.0,41273.99307520119,9.819315838529494e-6,-1.816210631936929e-5,0.0,-0.0,5.935664050834196e-8,4.2226031661316536e-10,-11867.999923227884,-271.99314369010926,-29134.0,33226.72847519638,3.5912759307787163e-6,-2.2062345738598636e-5,0.0,-0.0,6.014382327324831e-8,4.2678567879177954e-10,-3462.3703261371475,-89.358130648628,-29675.0,15903.45097834379,1.8910058367358474e-6,-6.9556462329581534e-6,0.0,-0.0,5.973141816527277e-8,4.232919540255581e-10,-584.3566276801978,-40.094345658928965,-15279.0
