BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t840,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1259.4755537241724,-23.748352746197867,-7276.308670133495,4352.345300042976,0.0,-0.0,0.0,0.0,0.0,0.0,-2260.6683259299716,-13.909707964978553,-2077.7672661480265,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1001.1927722057994,-9.838644781219315,-991.35412742458
t841,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,699.845919911264,-19.08297050995045,-6721.344418556834,3554.8768547647837,0.0,-0.0,0.0,0.0,0.0,0.0,-1624.5656763505901,-9.995820204482559,-1920.3153582097107,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,924.7197564393263,-9.08715030546789,-915.6326061338583
t842,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,385.9429953056459,-28.99222142033766,-6397.532243040829,3890.903165257962,0.0,-0.0,0.0,0.0,0.0,0.0,-2051.6381645429974,-12.623562417922653,-1826.6414382970418,0.0,0.0,-777.5326795851801,0.0,0.0,0.0,0.0,1665.6951692373516,-16.368659002415008,-871.7938306497563
t843,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,206.54396816710695,-14.986490083820147,-6232.138947238807,2852.20591056224,0.0,-0.0,0.0,0.0,0.0,0.0,-1064.8529477566012,-6.551953402031126,-1780.801009403608,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,858.3089795894944,-8.434536681789023,-849.8744429077053
t844,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,178.39269483042096,-14.732881099281208,-6204.24128288666,2809.8505696426246,0.0,-0.0,0.0,0.0,0.0,0.0,-1031.6705549615947,-6.347784843528464,-1771.8322298375015,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,853.2778601311738,-8.385096255752744,-844.892763875421
t845,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,348.2057753145267,-16.163630315063877,-6372.6236141549825,3053.836480779614,0.0,-0.0,0.0,0.0,0.0,0.0,-1225.6330088456393,-7.541220014336998,-1820.6622519196374,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,877.4272335311126,-8.622410300726878,-868.8048232303858
t846,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,881.7053417157491,-20.603919180906015,-6901.682891690363,3814.9852356724837,0.0,-0.0,0.0,0.0,0.0,0.0,-1831.5806954466784,-11.269566745256734,-1972.1349734805488,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,949.8753537309293,-9.334352435649281,-940.54100129528
t847,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2009.0008965037946,-30.00020957215806,-8019.582156087157,5423.006399367916,0.0,-0.0,0.0,0.0,0.0,0.0,-3112.8285056593345,-19.152980099798672,-2291.0249136087828,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1103.8276091555397,-10.847229472359388,-1092.9803796831802
t848,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2971.528296197274,-38.02895035999869,-8974.080814992796,6797.132041729885,0.0,-0.0,0.0,0.0,0.0,0.0,-4207.171235160813,-25.886381725488818,-2564.0744248435835,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1235.6429389635393,-12.14256863450987,-1223.5003703290295
t849,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3394.508690560456,-41.54803428552202,-9393.542125430453,7400.00638853472,0.0,-0.0,0.0,0.0,0.0,0.0,-4687.50639134885,-28.84184479419858,-2683.658152391671,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1292.9977007883942,-12.706189491323439,-1280.2915112970707
t850,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3660.7733958372232,-43.78127337231695,-9657.573591620427,7780.108587454741,0.0,-0.0,0.0,0.0,0.0,0.0,-4991.00138061719,-30.70922472832505,-2758.397982109226,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1330.2279847799668,-13.072048643991897,-1317.1559361359748
t851,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3879.7905339883087,-45.595167638820925,-9874.776835505008,8091.618284159424,0.0,-0.0,0.0,0.0,0.0,0.0,-5239.199011626534,-32.236364523818615,-2820.1829080090715,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1359.408477638226,-13.358803115002306,-1346.0496745232238
t852,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3949.125756675672,-46.182574601249804,-9943.524651229944,8191.434893131801,0.0,-0.0,0.0,0.0,0.0,0.0,-5318.596473230539,-32.72489063417494,-2840.113529267086,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1369.4707165548673,-13.457683967074862,-1356.0130325877924
t853,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3928.024435807603,-46.00450199728997,-9922.601402965833,8162.1838369258985,0.0,-0.0,0.0,0.0,0.0,0.0,-5294.476480687478,-32.576482285836875,-2835.1308739525825,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1366.4520448798748,-13.428019711453096,-1353.0240251684218
t854,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3894.8605947732267,-45.72005109223141,-9889.722012836515,8113.78855532517,0.0,-0.0,0.0,0.0,0.0,0.0,-5256.281520194781,-32.34147180681459,-2825.165563323575,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1361.4209254215543,-13.37857928541682,-1348.0423461361374
t855,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3789.353990432872,-44.82968807243219,-9785.10577151596,7962.550618981141,0.0,-0.0,0.0,0.0,0.0,0.0,-5135.681557479465,-31.59943006512421,-2795.2696314365535,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1346.3275670465925,-13.230258007307986,-1333.0973090392845
t856,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3723.0586660559716,-44.29314395416672,-9719.346991257325,7868.8139738392065,0.0,-0.0,0.0,0.0,0.0,0.0,-5061.336441969252,-31.141990628516783,-2776.3355412414394,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1338.2777759132796,-13.15115332564994,-1325.1266225876295
t857,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3779.3288550374955,-44.76800423139297,-9775.142319961622,7949.474206556024,0.0,-0.0,0.0,0.0,0.0,0.0,-5125.656422084088,-31.53774622408499,-2792.2800382478513,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1346.3275670465925,-13.230258007307986,-1333.0973090392845
t858,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3879.7905339883087,-45.595167638820925,-9874.776835505008,8091.618284159424,0.0,-0.0,0.0,0.0,0.0,0.0,-5239.199011626534,-32.236364523818615,-2820.1829080090715,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1359.408477638226,-13.358803115002306,-1346.0496745232238
t859,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3795.40142936195,-44.89905606890737,-9791.083842448563,7971.656628582509,0.0,-0.0,0.0,0.0,0.0,0.0,-5143.74144419187,-31.649021891184876,-2796.266162499454,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1348.3400148299206,-13.250034177722496,-1335.0899806521982
t860,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3678.8509972407537,-43.9246619780392,-9675.507804418236,7805.304904391411,0.0,-0.0,0.0,0.0,0.0,0.0,-5011.091429804049,-30.83283716363278,-2763.3806374237297,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1332.2404325632951,-13.091824814406408,-1319.1486077488885
t861,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3698.9498045692867,-44.09656619789511,-9695.434707526912,7834.543809736575,0.0,-0.0,0.0,0.0,0.0,0.0,-5034.208908807574,-30.975077127866932,-2769.359823801134,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1335.2591042382874,-13.121489070028174,-1322.1376151682591
t862,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3209.6417281373574,-40.00858046225468,-9210.214616830623,7135.875430793193,0.0,-0.0,0.0,0.0,0.0,0.0,-4477.483831634148,-27.549593101112638,-2630.8420060579324,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1267.842103496791,-12.458987361142048,-1255.383116135649
t863,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2264.205595153795,-32.13323874195819,-8272.653825567357,5786.966116942559,0.0,-0.0,0.0,0.0,0.0,0.0,-3403.2510405175785,-20.93992628734486,-2362.7751501376356,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1139.0454453637838,-11.193312454613332,-1127.8521329091705
t864,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1375.0234723058309,-24.716578452962132,-7390.888363008389,4518.684873373334,0.0,-0.0,0.0,0.0,0.0,0.0,-2392.315826778256,-14.719724308426727,-2111.649322286651,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1017.2923544724252,-9.996854144535405,-1007.2955003278898
t865,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,798.3187506289291,-19.913975995096386,-6818.986243789353,3695.03573095631,0.0,-0.0,0.0,0.0,0.0,0.0,-1737.125641551553,-10.68839249672692,-1947.2216969080303,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,938.8068909226239,-9.22558349836947,-929.5813074242544
t866,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,486.86004184333177,-17.32226539399583,-6510.119245604856,3251.44447416316,0.0,-0.0,0.0,0.0,0.0,0.0,-1383.4055293160627,-8.511981474331096,-1859.526963372766,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,896.545487472731,-8.810283919664736,-887.7352035530662
t867,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,330.11199506506847,-16.004062863415797,-6354.689401357173,3027.611470344633,0.0,-0.0,0.0,0.0,0.0,0.0,-1204.5205569211887,-7.411316818310685,-1815.6795966051338,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,874.4085618561203,-8.59274604510511,-865.8158158110151
t868,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,284.901812710313,-15.629412503184344,-6309.853869362649,2962.0971879102945,0.0,-0.0,0.0,0.0,0.0,0.0,-1153.2730312164485,-7.095994969322764,-1801.7281617245235,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,868.3712185061355,-8.533417533861577,-859.837800972274
t869,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,440.6311671031118,-16.92526780373462,-6464.287368454898,3184.889347369771,0.0,-0.0,0.0,0.0,0.0,0.0,-1330.133087334194,-8.184200480520678,-1846.5720595550565,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,889.5019202310821,-8.741067323213946,-880.7608529078681
t870,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,942.0017637013486,-21.119631840473772,-6961.463601016395,3900.708889582175,0.0,-0.0,0.0,0.0,0.0,0.0,-1900.933132457255,-11.696286637959194,-1988.0794704869604,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,958.9313687559063,-9.42334520251458,-949.5080235533917
t871,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2073.3073726475445,-30.5405957681415,-8083.348246034923,5514.757843097974,0.0,-0.0,0.0,0.0,0.0,0.0,-3186.190996828061,-19.604373528916817,-2308.962472740996,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1112.8836241805166,-10.936222239224684,-1101.947401941292
t872,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3013.730937933416,-38.38509556791837,-9015.927311521018,6856.630685204596,0.0,-0.0,0.0,0.0,0.0,0.0,-4255.4112202469405,-26.183198422164974,-2575.0362665354914,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1241.680282313524,-12.201897145753403,-1229.4783851677707
t873,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3390.4986364023034,-41.523360749106324,-9389.556744808717,7393.97859871435,0.0,-0.0,0.0,0.0,0.0,0.0,-4683.496337190698,-28.81717125778288,-2681.66509026587,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1292.9977007883942,-12.706189491323439,-1280.2915112970707
t874,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3597.453254387084,-43.23087671451159,-9594.803846828092,7688.337132150015,0.0,-0.0,0.0,0.0,0.0,0.0,-4917.61900025041,-30.25770892259225,-2740.460422977013,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1320.1657458633256,-12.97316779191934,-1307.1925780714062
t875,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3768.2688484107275,-44.66779431439818,-9764.18252325185,7933.331725210645,0.0,-0.0,0.0,0.0,0.0,0.0,-5112.5839676739915,-31.457312477504704,-2789.290445059149,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1344.3151192632643,-13.210481836893475,-1331.1046374263708
t876,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3857.6866995807004,-45.41092665075717,-9852.857242085463,8061.358546029879,0.0,-0.0,0.0,0.0,0.0,0.0,-5214.076505543934,-32.08178779137663,-2815.200252694568,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1356.3898059632338,-13.329138859380542,-1343.0606671038531
t877,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3837.6040710980915,-45.255201276827066,-9832.930338976785,8033.148334183022,0.0,-0.0,0.0,0.0,0.0,0.0,-5191.981429277997,-31.945838587861036,-2809.2210663171636,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1354.3773581799055,-13.30936268896603,-1341.0679954909394
t878,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3839.609098177168,-45.26753804503491,-9834.923029287653,8035.165698030307,0.0,-0.0,0.0,0.0,0.0,0.0,-5193.986456357074,-31.95817535606888,-2809.2210663171636,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1354.3773581799055,-13.30936268896603,-1341.0679954909394
t879,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3734.1186726827405,-44.39335387116153,-9730.306787967098,7884.956455184588,0.0,-0.0,0.0,0.0,0.0,0.0,-5074.408896379348,-31.222424375097077,-2779.3251344301416,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1340.2902236966079,-13.170929496064451,-1327.1192942005434
t880,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3672.819737157601,-43.871472827489825,-9669.529733485631,7797.227588288351,0.0,-0.0,0.0,0.0,0.0,0.0,-5004.053945829231,-30.78953609829068,-2762.3841063608293,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1331.2342086716308,-13.08193672919915,-1318.1522719424315
t881,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3700.954831648362,-44.10890296610295,-9697.42739783778,7837.557704646759,0.0,-0.0,0.0,0.0,0.0,0.0,-5036.213935886649,-30.987413896074777,-2770.356354864035,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1335.2591042382874,-13.121489070028174,-1322.1376151682591
t882,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3721.0374601309704,-44.264628340033056,-9717.354300946457,7864.771385430715,0.0,-0.0,0.0,0.0,0.0,0.0,-5058.309012152586,-31.12336309959037,-2775.3390101785385,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1337.2715520216157,-13.141265240442685,-1324.1302867811728
t883,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3615.5470346365414,-43.39044416615966,-9612.738059625903,7714.562142584993,0.0,-0.0,0.0,0.0,0.0,0.0,-4938.731452174859,-30.387612118618556,-2745.4430782915165,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1323.1844175383176,-13.002832047541105,-1310.1815854907766
t884,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3583.40188598763,-43.12834049113086,-9580.85501465202,7669.20076746912,0.0,-0.0,0.0,0.0,0.0,0.0,-4902.5614079592915,-30.165060784418774,-2736.47429872541,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1319.1595219716612,-12.963279706712083,-1306.1962422649492
t885,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3685.884770863444,-43.98401951269246,-9682.482220506272,7815.387433481013,0.0,-0.0,0.0,0.0,0.0,0.0,-5019.1314273184025,-30.882306613078804,-2765.3736995495315,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1333.2466564549588,-13.10171289961366,-1320.1449435553452
t886,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3321.163413714937,-40.93595378667742,-9320.80892908378,7294.161989741971,0.0,-0.0,0.0,0.0,0.0,0.0,-4604.09887558669,-28.328645147426542,-2661.7344690078553,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1282.9354618717528,-12.607308639250881,-1270.328153232502
t887,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2382.761054354068,-33.119969601034235,-8390.222553908554,5955.335204980942,0.0,-0.0,0.0,0.0,0.0,0.0,-3537.906081984478,-21.76844778310481,-2395.66067521336,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1155.14502763041,-11.351521817929424,-1143.7935058124804
t888,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1491.5739044270276,-25.690972543830323,-7506.464401038717,4684.040066501533,0.0,-0.0,0.0,0.0,0.0,0.0,-2524.965841166079,-15.535909035978827,-2143.5383162994744,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1033.3919367390513,-10.155063507851496,-1023.2368732311999
t889,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,843.5289329836846,-20.288626355327843,-6863.821775783877,3760.5500133906485,0.0,-0.0,0.0,0.0,0.0,0.0,-1788.3731672562933,-11.003714345714842,-1961.1731317886406,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,944.8442342726087,-9.284912009613002,-935.5593222629957
t890,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,500.9275890887113,-17.440980463302385,-6524.068077780929,3271.609532342362,0.0,-0.0,0.0,0.0,0.0,0.0,-1399.4855243447703,-8.610920373223138,-1863.5130876243688,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,898.5579352560591,-8.830060090079245,-889.7278751659799
t891,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,337.14576868775924,-16.06342039806908,-6361.66381744521,3036.6974683713347,0.0,-0.0,0.0,0.0,0.0,0.0,-1212.5605544355435,-7.460786267756713,-1816.6761276680345,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,875.4147857477843,-8.602634130312367,-866.812151617472
t892,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,270.8342654649326,-15.510697433877784,-6295.905037186575,2941.9321297310917,0.0,-0.0,0.0,0.0,0.0,0.0,-1137.19303618774,-6.997056070430715,-1797.7420374729206,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,866.3587707228074,-8.513641363447068,-857.8451293593603
t893,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,439.62865356357406,-16.919099419630697,-6463.291023299464,3183.880665446129,0.0,-0.0,0.0,0.0,0.0,0.0,-1329.1305737946561,-8.178032096416755,-1846.5720595550565,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,889.5019202310821,-8.741067323213946,-880.7608529078681
t894,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,918.8792369082764,-20.913043622380265,-6938.547662441416,3867.4152449677777,0.0,-0.0,0.0,0.0,0.0,0.0,-1873.7857100975264,-11.529250760694707,-1982.100284109556,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,954.9064731892499,-9.38379286168556,-945.5226803275643
t895,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2045.172278156783,-30.30316562952838,-8055.450581682775,5474.427726739566,0.0,-0.0,0.0,0.0,0.0,0.0,-3154.031006770643,-19.406495731132715,-2300.9902242377902,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1108.8587286138602,-10.896669898395665,-1097.9620587154645
t896,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2987.600870521731,-38.1600021975131,-8990.022337479739,6819.314463756374,0.0,-0.0,0.0,0.0,0.0,0.0,-4225.256257268598,-25.997657392588717,-2568.0605490951866,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1237.6553867468676,-12.16234480492438,-1225.4930419419431
t897,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3373.4073696923842,-41.36996168156217,-9372.618877166342,7369.758801265913,0.0,-0.0,0.0,0.0,0.0,0.0,-4663.386398805786,-28.693436445860495,-2677.6789660142667,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1289.9790291134016,-12.676525235701671,-1277.3025038777
t898,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3598.4719467725477,-43.25322394454133,-9595.800191983526,7690.374507571965,0.0,-0.0,0.0,0.0,0.0,0.0,-4919.643916527537,-30.27016806741474,-2740.460422977013,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1321.1719697549895,-12.983055877126596,-1308.188913877863
t899,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3814.497723150948,-45.06479190465939,-9810.014400401808,7999.886852004034,0.0,-0.0,0.0,0.0,0.0,0.0,-5165.856409655861,-31.785093471315125,-2802.2453488768583,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1351.3586865049133,-13.279698433344263,-1338.0789880715688
t900,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3919.988148645375,-45.93897607853277,-9914.630641722362,8150.096094849754,0.0,-0.0,0.0,0.0,0.0,0.0,-5285.4339696335865,-32.52084445228693,-2832.1412807638803,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1365.4458209882107,-13.418131626245842,-1352.027689361965
t901,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3944.097010132061,-46.13555383480439,-9938.542925452775,8184.366258952386,0.0,-0.0,0.0,0.0,0.0,0.0,-5312.561502795264,-32.687757952936785,-2839.1169982041856,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1368.4644926632031,-13.44779588186761,-1355.0166967813354
t902,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3980.268391785051,-46.43850989217472,-9974.411351048395,8235.787586324039,0.0,-0.0,0.0,0.0,0.0,0.0,-5353.7640039065745,-32.94127358427083,-2849.0823088331927,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1373.495612121524,-13.497236307903886,-1359.9983758136198
t903,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3906.9231149395323,-45.82642939333014,-9901.678154701722,8131.936249657093,0.0,-0.0,0.0,0.0,0.0,0.0,-5270.356488144415,-32.4280739374988,-2829.151687575178,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1363.4333732048826,-13.398355455831332,-1350.0350177490511
t904,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3845.640358260321,-45.32072719558427,-9840.901100220257,8043.243014133367,0.0,-0.0,0.0,0.0,0.0,0.0,-5201.023940331891,-32.001476421410985,-2810.2175973800645,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1355.3835820715697,-13.319250774173286,-1342.0643312973964
t905,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3843.619152335318,-45.292211581450594,-9838.908409909389,8040.196956787772,0.0,-0.0,0.0,0.0,0.0,0.0,-5197.996510515224,-31.982848892484565,-2810.2175973800645,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1354.3773581799055,-13.30936268896603,-1341.0679954909394
t906,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3806.445257142791,-44.98308713997634,-9802.043639158335,7987.76694749248,0.0,-0.0,0.0,0.0,0.0,0.0,-5155.791495864376,-31.723164877046592,-2800.252286751057,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1349.3462387215848,-13.25992226292975,-1336.0863164586551
t907,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3633.640814885998,-43.55001161780773,-9630.672272423712,7740.787153019974,0.0,-0.0,0.0,0.0,0.0,0.0,-4959.843904099309,-30.51751531464486,-2750.4257336060205,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1326.20308921331,-13.032496303162873,-1313.1705929101472
t908,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3555.282970342794,-42.90708919844355,-9552.95735029987,7630.895875671921,0.0,-0.0,0.0,0.0,0.0,0.0,-4871.423820639463,-29.973473747353236,-2729.498581285105,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1316.140850296669,-12.933615451090317,-1303.2072348455786
t909,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3744.143808078117,-44.45503771220075,-9740.270239521436,7898.032867609705,0.0,-0.0,0.0,0.0,0.0,0.0,-5084.434031774725,-31.284108216136293,-2782.314727618844,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1340.2902236966079,-13.170929496064451,-1327.1192942005434
t910,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,3403.563670108146,-41.635907434308955,-9402.509231829357,7413.134974969912,0.0,-0.0,0.0,0.0,0.0,0.0,-4698.573818679868,-28.90994177257101,-2685.651214517473,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1295.0101485717223,-12.725965661737948,-1282.2841829099843
t911,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,2420.9374630861325,-33.435262426612404,-8428.08366981504,6009.770427262777,0.0,-0.0,0.0,0.0,0.0,0.0,-3581.113610174863,-22.034300182646703,-2406.6225169052677,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1160.1761470887304,-11.4009622439657,-1148.7751848447647
t912,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,1491.5739044270276,-25.690972543830323,-7506.464401038717,4684.040066501533,0.0,-0.0,0.0,0.0,0.0,0.0,-2524.965841166079,-15.535909035978827,-2143.5383162994744,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1033.3919367390513,-10.155063507851496,-1023.2368732311999
t913,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,885.7153958739,-20.628592717321702,-6905.668272312098,3819.01996336705,0.0,-0.0,0.0,0.0,0.0,0.0,-1835.5907496048294,-11.294240281672423,-1972.1349734805488,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,949.8753537309293,-9.334352435649281,-940.54100129528
t914,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,532.0702241980862,-17.696915754227277,-6554.954777599379,3314.9656944716958,0.0,-0.0,0.0,0.0,0.0,0.0,-1434.653055020802,-8.82730332331901,-1871.4853361275748,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,902.5828308227158,-8.869612430908267,-893.7132183918073
t915,6040.581469155521,0.0,-0.0,0.0,0.0,0.0,0.0,353.23452185814097,-16.210651081509308,-6377.605339932152,3060.905114959031,0.0,-0.0,0.0,0.0,0.0,0.0,-1231.6679792809177,-7.578352695575176,-1821.658782982538,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,878.4334574227768,-8.632298385934133,-869.8011590368426
